wkday,hr,value,road,veh_series,avgTrpODO_km,avgTrpTime_min,avg_maxVhlSpd,avgEngSpd
5,10.5,46,R,HS5,7.49,26.46,44.48,921
1,18,46,R,HS5,13.64,36.09,50.02,1034
7,11.5,45,R,HS5,15.78,26.72,51.56,1010
2,1,45,S,HS5,22.46,15.54,55.27,1158
6,1,45,G,HS5,32.92,22.66,61.7,1198
4,15,45,R,HS5,14.61,29.12,45.95,984
3,2,45,S,HS5,9.47,10.49,38.63,1088
5,10,44,R,HS5,12.83,24.42,40.75,967
4,24,44,G,HS5,38.72,39.27,56.41,1119
4,18,44,R,HS5,15.08,34.66,52.37,1008
4,7.5,44,R,HS5,39.39,37.85,69.9,1138
2,5,44,S,HS5,318.03,150.31,98.13,1414
1,17,44,R,HS5,10.67,25.58,47.37,988
5,11,44,R,HS5,15.3,24.3,42.6,1006
5,17,44,R,HS5,10.13,24.7,44.35,941
7,2.5,44,S,HS5,5.3,6.22,25.46,1019
3,0,44,G,HS5,10.34,16.12,47.04,1115
5,12,43,R,HS5,7.39,20.19,46.86,1046
2,24,43,S,HS5,20.09,19.71,51.81,1100
7,18,43,R,HS5,17.62,25.98,49.1,1023
4,1.5,43,S,HS5,10.53,14.04,44.74,1146
4,11.5,43,R,HS5,10.69,23.52,48.81,1029
1,11,43,R,HS5,9.53,25.5,45.51,1022
3,5,43,S,HS5,270.44,212.75,105.61,1415
4,9,43,R,HS5,19.82,29.64,40.04,1020
7,15,43,R,HS5,24.19,24.97,46.15,1045
3,10,43,R,HS5,6.74,19.84,40.81,952
4,10,43,R,HS5,16.14,30.37,47.53,1063
4,14,42,R,HS5,26.51,29.05,49.89,1054
5,18,42,R,HS5,5.64,22.7,41.67,976
4,24,42,S,HS5,74.82,16.09,52.35,1135
2,1.5,42,G,HS5,50.41,28.22,58.98,1174
3,1.5,42,G,HS5,13.63,17.28,54.17,1187
3,1.5,42,S,HS5,22.27,17.33,50.52,1132
6,5.5,42,G,HS5,96.25,34.27,72.37,1235
6,5,42,S,HS5,312.13,263.39,94.18,1339
7,13,42,R,HS5,14.9,29.7,50.1,1031
7,16.5,42,R,HS5,17.77,34.97,46.78,989
7,18.5,42,R,HS5,19.42,35.25,60.57,1099
4,5.5,41,G,HS5,57.32,23.93,62.69,1200
3,5.5,41,S,HS5,59.87,47.56,73.65,1237
6,1,41,S,HS5,7.67,16.82,50.89,1131
5,0.5,41,G,HS5,21.03,22.53,54.96,1132
7,10.5,41,R,HS5,27.05,34.68,55.26,1067
1,0,41,S,HS5,13.83,13.95,56.7,1158
5,2,41,S,HS5,5.81,10.6,38.04,1069
6,0,41,S,HS5,11.07,22.02,55.85,1117
7,2,41,S,HS5,30.59,14.09,47.8,1133
6,1.5,40,G,HS5,42.76,29.28,64.72,1259
7,1.5,40,G,HS5,31.25,34.83,54.93,1140
2,13.5,40,R,HS5,13.31,30.15,48.87,1048
3,13.5,40,R,HS5,8.92,23.78,39.68,987
2,5,40,G,HS5,166.09,53.66,70.9,1226
4,13,40,R,HS5,151.37,24,47.24,1028
7,11,40,R,HS5,9.4,26.28,42.79,985
6,19,40,R,HS5,13.91,34.74,52.65,1060
7,0.5,40,G,HS5,86.77,16.06,54.62,1165
2,18.5,40,R,HS5,18.79,39.37,57.58,1039
4,0,40,S,HS5,5.08,11.2,52.1,1139
3,24,39,G,HS5,53.97,30.54,71.95,1268
6,24,39,G,HS5,10.96,19.93,46.22,1114
6,15.5,39,R,HS5,15.6,27.65,42.3,1002
6,8,38,R,HS5,72.92,28.7,58.34,1067
4,16,38,R,HS5,11.1,27.73,44.6,959
5,24,38,S,HS5,41.59,18.19,54.74,1149
6,24,38,S,HS5,9.89,17.93,49.83,1068
5,1.5,38,S,HS5,2.48,8.16,32.26,1066
4,9.5,38,R,HS5,9.07,25.56,46.63,1046
6,5.5,38,S,HS5,84.49,67.99,68.25,1230
1,13,38,R,HS5,6.82,25.08,42.28,1017
6,15,38,R,HS5,14.05,37.5,51.41,1040
1,20.5,38,R,HS5,46.85,30.87,61.42,1056
2,2,38,S,HS5,37.53,20.6,45.65,1139
1,14,38,R,HS5,12.95,26.85,51.48,1067
1,24,37,S,HS5,42.96,12.06,52.38,1092
4,5.5,37,S,HS5,79.21,69.2,73.49,1284
5,13,37,R,HS5,6.44,26.25,48.05,979
1,18.5,37,R,HS5,3.98,15.37,36.24,944
2,2,37,G,HS5,35.06,16.96,47.91,1084
4,0,37,G,HS5,49,26.43,68.03,1237
3,0,37,S,HS5,21.44,14.34,52.06,1158
7,2,37,G,HS5,14.83,17.48,47.93,1172
1,1.5,36,G,HS5,28.98,24.64,56.86,1161
1,1.5,36,S,HS5,37.72,23.73,59.46,1167
5,1,36,G,HS5,51.97,41.67,54.48,1143
3,2.5,36,S,HS5,12.1,15.23,39.48,1131
3,10.5,36,R,HS5,6.11,22.66,34.3,909
6,12.5,36,R,HS5,16.03,28.75,52.06,1081
2,0,36,G,HS5,62.36,36.5,72.3,1248
3,14,36,R,HS5,12.46,27.97,38.04,1008
6,21.5,35,R,HS5,50.5,21.1,45.29,1034
2,2.5,35,G,HS5,20.02,12.74,43.2,1134
1,2,35,S,HS5,28.92,23.01,47.45,1111
5,0,35,G,HS5,19.49,16.48,45.02,1087
2,8,35,R,HS5,45.88,38.25,60.04,1063
2,7,34,R,HS5,47.5,42.11,71.58,1120
3,13,34,R,HS5,23.28,46.32,53.69,1038
4,11,34,R,HS5,8.66,24.58,46.33,1008
1,24,34,G,HS5,21.84,19.42,59.04,1151
5,7.5,33,R,HS5,10.03,26.79,58.17,1130
7,13.5,33,R,HS5,144.06,45.43,59.67,1096
7,5,33,G,HS5,47.78,42.43,64.01,1221
2,2.5,33,S,HS5,13.37,10.09,36.42,1110
1,12.5,33,R,HS5,32.97,33.77,61.37,1088
3,18.5,33,R,HS5,18.58,39.46,60.35,1074
7,0,33,G,HS5,25.9,18.35,58.87,1179
4,2,33,S,HS5,16.7,12.17,47,1146
5,0,33,S,HS5,8.21,16.16,46.76,1065
1,19.5,32,R,HS5,15.61,30.59,52.64,1031
5,13.5,32,R,HS5,13.54,25.52,38.76,996
3,3,32,S,HS5,36.25,10.37,42.48,1156
3,19,32,R,HS5,9.99,23.51,55.62,1054
1,4.5,32,G,HS5,67.69,35.46,72.21,1291
5,12.5,32,R,HS5,18.46,26.86,52.38,1011
1,0,32,G,HS5,13.72,21.02,52.42,1108
7,0,32,S,HS5,4.58,11.99,48.65,1072
2,5.5,31,S,HS5,92.53,72.3,72.51,1248
5,5.5,31,S,HS5,134.07,70.23,76.51,1250
5,11.5,31,R,HS5,9.6,26.6,47.27,1031
7,21,31,R,HS5,136.55,25.2,48.88,1006
1,2.5,31,S,HS5,9.15,14.56,33.85,1103
5,4,31,G,HS5,97.23,51.85,73.25,1220
4,22,30,R,HS5,21.86,28.67,55.82,1148
5,20,30,R,HS5,9.28,20.81,49.84,1051
6,7.5,30,R,HS5,82.44,29.57,59.28,1125
7,5.5,30,S,HS5,79.35,62.26,79.05,1272
3,19.5,30,R,HS5,10.43,23.09,42.71,993
5,19.5,30,R,HS5,12.63,26.65,56.99,1062
6,2,30,G,HS5,136.36,27.19,67.74,1250
7,8,29,R,HS5,34.34,30.78,62.75,1113
2,7.5,29,R,HS5,34.71,38.51,68.96,1137
2,19.5,29,R,HS5,8.84,26.59,59.15,1089
4,5,29,G,HS5,337.92,46.77,78.81,1285
1,21,29,R,HS5,61.17,23.44,53.91,1060
5,19,29,R,HS5,19.46,27.74,51.89,1058
1,2.5,29,G,HS5,15.18,12.28,43.11,1126
2,4.5,29,G,HS5,109.21,59.96,72.72,1251
7,4.5,29,G,HS5,77.31,57.92,72,1249
6,2.5,29,S,HS5,23.93,10.54,45.5,1062
3,12.5,29,R,HS5,12.04,14.85,42.65,1015
4,12.5,29,R,HS5,23.56,35.34,54.44,1065
7,12.5,29,R,HS5,17.37,26.31,56.35,1067
5,20.5,29,R,HS5,8.38,24.16,53.97,1075
4,8,29,R,HS5,53.11,29.7,53.93,1017
2,24,29,G,HS5,35.67,32.34,51.66,1199
1,20,29,R,HS5,34.39,37.86,62.79,1119
2,20,28,R,HS5,15.43,33.78,54.55,1090
3,20,28,R,HS5,23.64,28.39,47.27,1007
6,22,28,R,HS5,7.88,18.96,36.49,1014
3,7.5,28,R,HS5,26.76,45.12,63.33,1087
1,19,28,R,HS5,96.85,24.29,53.56,996
3,20.5,28,R,HS5,16.04,27.64,62.27,1136
6,2,28,S,HS5,7.11,9.95,50.57,1145
3,22,27,R,HS5,7.96,13.06,38.95,1051
1,3.5,27,G,HS5,107.82,35.36,57.5,1194
6,1.5,27,S,HS5,16.23,24.43,50.79,1176
6,19.5,27,R,HS5,15.45,32.86,59.13,1085
1,5,27,G,HS5,41.33,39.92,68.37,1252
2,19,27,R,HS5,63.64,40.05,59.76,1037
3,21,27,R,HS5,13.53,30.62,61.58,1114
6,21,27,R,HS5,16.4,29.34,59.15,1134
4,2.5,27,G,HS5,43.83,37.73,49,1162
1,2,27,G,HS5,66.13,30.81,56.83,1196
3,2,27,G,HS5,55.77,34.2,72.03,1241
5,24,26,G,HS5,21.4,22.12,46.42,1136
6,20,26,R,HS5,21.12,24.09,55.1,1093
3,3,26,G,HS5,49.61,37.07,59.17,1162
5,3,26,G,HS5,24.49,20.66,38.13,1097
6,2.5,26,G,HS5,31.18,24.74,60.59,1202
4,18.5,26,R,HS5,16.17,37.07,56.24,1036
3,22.5,26,R,HS5,10.15,21.41,54.43,1137
4,20.5,26,R,HS5,22.21,37.16,69.07,1107
4,2,26,G,HS5,39.02,34.47,63.91,1238
6,0,26,G,HS5,23.44,43.04,61.27,1253
3,8,26,R,HS5,35.72,28.61,54.99,1025
2,3.5,25,G,HS5,61.68,32.72,64.57,1241
4,3.5,25,G,HS5,74.85,58.34,62.99,1232
7,19,25,R,HS5,24.79,23.91,45.29,1022
3,2.5,25,G,HS5,84.2,40.43,69.64,1292
7,2.5,25,G,HS5,84.83,65.32,76.61,1213
1,8,25,R,HS5,42.15,56.56,65.75,1191
4,21.5,24,R,HS5,12.97,18.22,46.48,1116
2,3,24,G,HS5,50.95,47.63,56.56,1136
7,3,24,S,HS5,20.36,17.27,43.71,1141
7,4.5,24,S,HS5,60.94,58.1,70.85,1250
2,20.5,24,R,HS5,20.02,29.6,58.14,1068
1,4,24,G,HS5,161.14,64.19,78.63,1256
3,3.5,23,G,HS5,106.66,79.34,69.97,1253
1,3.5,23,S,HS5,15.05,15.08,47.46,1084
1,21.5,23,R,HS5,12.4,21.37,52.79,1054
5,5,23,G,HS5,40.79,52.15,67.88,1247
3,4.5,23,G,HS5,68.47,57.83,75.66,1279
5,4.5,23,G,HS5,118.56,63.78,76.29,1311
2,22.5,23,R,HS5,4.19,11.57,39.68,1037
5,22.5,23,R,HS5,3.79,11.81,37.18,1013
5,2,23,G,HS5,56.02,47.73,66.99,1248
7,20,22,R,HS5,11.17,25,58.19,1069
3,21.5,22,R,HS5,13.66,23.37,46.46,1115
1,3,22,G,HS5,45.47,43.43,56.75,1186
3,5,22,G,HS5,55.98,44.75,80.81,1351
2,3,22,S,HS5,36.65,31.81,53.89,1201
7,3,22,G,HS5,250.6,31.08,61.84,1227
4,19,22,R,HS5,12.24,27.13,54.7,1073
4,2.5,22,S,HS5,4.69,13.13,41.81,1083
4,4.5,21,G,HS5,128.93,43.72,76.74,1302
2,4,21,G,HS5,10.81,8.27,40.73,1089
4,4,21,S,HS5,31.96,28.34,43.83,1160
5,4,21,S,HS5,56.45,46.07,68.9,1255
4,20,20,R,HS5,23.71,26.35,52.69,1035
5,1.5,20,G,HS5,57.77,53.75,81.83,1341
6,3.5,20,G,HS5,69.32,47.49,66.27,1267
6,3.5,20,S,HS5,17.65,16.17,50.2,1140
7,7.5,20,R,HS5,57.03,53.77,71.22,1172
7,19.5,20,R,HS5,32.4,22.77,58.89,1089
3,7,20,R,HS5,36.04,30.39,70.3,1179
6,4.5,20,G,HS5,72.43,47.02,77.75,1309
5,2.5,20,S,HS5,55.88,20.36,55.41,1151
3,4,20,G,HS5,84.81,88.67,80.77,1286
5,8,20,R,HS5,43.66,25.38,60.03,1038
2,22,19,R,HS5,101.59,6.96,32.41,1058
4,3,19,G,HS5,70.13,30.68,55.49,1186
6,3,19,G,HS5,41.8,44.69,52.35,1206
3,4.5,19,S,HS5,12.78,22.63,36.15,1029
4,4.5,19,S,HS5,55.27,45.03,31.46,1146
5,3.5,18,G,HS5,40.32,37.22,51.88,1314
6,3,18,S,HS5,26.78,11.94,54.87,1167
7,7,18,R,HS5,35.12,22.53,65.54,1144
2,23,18,R,HS5,10.22,24.61,56.07,1117
5,21,18,R,HS5,44.1,21.61,39.09,1012
5,2.5,18,G,HS5,26.23,31.59,49.61,1175
6,20.5,18,R,HS5,18.29,35.46,51.19,1067
7,20.5,18,R,HS5,11.13,27.06,56.81,1077
4,4,18,G,HS5,196.54,40.2,67.92,1233
2,4,18,S,HS5,57.33,19.1,63.41,1340
6,4,18,G,HS5,143.84,67.48,85.32,1370
7,4,18,G,HS5,57.63,49.09,80.68,1315
7,22,17,R,HS5,4.65,21.1,43.85,1090
4,19.5,17,R,HS5,8.65,24.22,62.08,1100
1,7,17,R,HS5,20.94,24.28,65.95,1136
4,7,17,R,HS5,18.48,38.06,61.4,1107
5,7,17,R,HS5,22.18,25.02,53.85,1124
5,23,17,R,HS5,9.54,25.38,59.14,1085
2,4.5,17,S,HS5,7.56,11.85,53.23,1172
1,4,17,S,HS5,18.78,24.31,57.94,1078
5,22,16,R,HS5,7.36,20.25,53.78,1076
7,21.5,16,R,HS5,10.62,22.71,43.56,1028
1,3,16,S,HS5,24.42,5.11,32,1032
4,3,16,S,HS5,54.59,15.55,60.94,1149
6,7,16,R,HS5,46.71,37.12,64.07,1107
4,21,16,R,HS5,7.39,25.65,43.86,1052
7,22.5,16,R,HS5,83.79,22.38,65.72,1082
6,4,16,S,HS5,36.56,39.28,50.64,1099
7,4,15,S,HS5,61.23,33.97,50.85,1190
5,6.5,15,R,HS5,36.98,32.22,55.6,1176
6,4.5,15,S,HS5,84.65,93.45,76.79,1277
4,22.5,15,R,HS5,8.04,15.66,58.5,1225
2,3.5,14,S,HS5,32.3,25.97,60.36,1163
3,3.5,14,S,HS5,12.58,12.82,49.89,1226
4,3.5,14,S,HS5,19.74,18.63,42.13,1148
5,3,14,S,HS5,40.54,21.91,42.1,1041
2,21,14,R,HS5,19.32,19.66,46.28,1058
7,23,14,R,HS5,8.29,17.88,53.46,1081
1,4.5,14,S,HS5,94.38,103.01,92.1,1359
5,4.5,14,S,HS5,76.39,56.8,68.31,1279
1,22.5,14,R,HS5,35.69,45.12,72.68,1203
1,22,13,R,HS5,13.15,26.12,66.67,1098
7,3.5,13,G,HS5,126.95,96.21,82.64,1289
7,3.5,13,S,HS5,63.38,51.65,65.11,1216
3,23.5,13,R,HS5,10.53,21.96,70.28,1184
5,21.5,13,R,HS5,27.49,34.24,62.27,1149
1,23,13,R,HS5,8.95,18.63,63.08,1173
6,22.5,13,R,HS5,12.76,13.12,41.36,1074
3,4,13,S,HS5,96.54,54.07,57.29,1261
5,3.5,12,S,HS5,75.88,30.02,50.19,1185
2,21.5,12,R,HS5,7.54,19.89,35.2,1062
2,23.5,12,R,HS5,6.34,14.79,48.74,1108
2,6.5,12,R,HS5,276.74,49.09,77.89,1226
6,6.5,12,R,HS5,100.13,34.03,73.47,1248
5,23.5,11,R,HS5,6.44,21.64,51.5,1051
7,23.5,10,R,HS5,8.99,9.08,34.75,1052
6,5,10,G,HS5,63.81,68.87,72.58,1206
4,23,10,R,HS5,48.5,38.84,58.26,1186
1,7.5,9,R,HS5,14.25,29.26,55.7,1160
4,23.5,9,R,HS5,6.31,22.35,48.86,978
3,6.5,9,R,HS5,15.3,32.17,74.18,1265
7,0.5,9,R,HS5,5.73,20.69,65.98,1059
3,24,7,R,HS5,3.55,7.94,82.62,1385
1,23.5,7,R,HS5,5.5,13.28,50.69,1099
6,23,7,R,HS5,12.4,21.06,72.94,1178
1,0.5,7,R,HS5,11.8,24.5,76.37,1206
4,6.5,7,R,HS5,15.46,29.95,75.1,1259
7,6.5,7,R,HS5,111.66,105.3,81.41,1222
4,6,7,R,HS5,120.14,97.97,78.06,1239
7,24,6,R,HS5,3.6,19.27,46.9,1001
6,1.5,6,R,HS5,5.03,29.43,40.72,991
6,23.5,6,R,HS5,6.47,23.08,51.07,1055
3,23,6,R,HS5,5.17,13.15,47.66,1068
3,0.5,6,R,HS5,8.17,19.56,60.88,1184
1,6.5,6,R,HS5,22.77,23.32,51.04,1114
4,0,6,R,HS5,22.77,44.84,69.63,1245
3,4,6,R,HS5,0.03,1.63,6.56,1002
7,2,6,R,HS5,12.9,21.22,65.14,1204
1,5.5,5,R,HS5,23.51,8.31,35.14,1090
2,0.5,5,R,HS5,13.17,3.08,43.87,1082
5,0.5,5,R,HS5,0.19,3.53,15.82,917
6,0.5,5,R,HS5,5.02,13.87,52.91,1110
2,6,5,R,HS5,45.92,27.98,78.69,1311
7,6,4,R,HS5,51.53,55.06,75.89,1057
1,24,4,R,HS5,2.13,7.8,44.46,1001
2,1.5,4,R,HS5,20.13,43.93,70.93,1145
4,5.5,4,R,HS5,31.76,15.67,43.85,1141
7,5,4,R,HS5,11.45,35.25,62.6,1115
2,4.5,4,R,HS5,19.15,39.03,47.67,1221
3,0,4,R,HS5,4.57,9.61,50.9,1085
7,0,4,R,HS5,10.07,20.88,74.62,1220
6,6,4,R,HS5,189.46,34.05,88.93,1183
7,4,3,R,HS5,4.12,8.06,29.36,1102
5,24,3,R,HS5,4.96,20.83,49.16,1015
6,24,3,R,HS5,10.28,23.78,30.88,923
1,1.5,3,R,HS5,5.68,14.28,59.53,1120
7,1.5,3,R,HS5,1.21,8.43,38.87,1014
7,5.5,3,R,HS5,49.2,14.28,40.85,1011
3,5,3,R,HS5,50.53,18.3,52.2,1161
5,1,3,R,HS5,0.2,2.22,22.97,996
7,1,3,R,HS5,8.39,11.8,44.32,1054
6,5,3,R,HS5,3.47,14.5,70.21,1149
4,0.5,3,R,HS5,15.23,34.24,62.77,1089
6,2.5,3,R,HS5,43.14,33.13,81.07,1112
6,4.5,3,R,HS5,16.09,42.76,102.2,1400
1,0,3,R,HS5,14.15,12.68,62.92,1099
1,2,3,R,HS5,5.88,10.84,46.04,1141
1,6,3,R,HS5,15.69,33.97,60.67,1160
3,2,3,R,HS5,7.46,13.49,57.43,1182
4,2,3,R,HS5,7.93,11.84,69.67,1304
2,12,2,r,HS5,102.72,33.2,97.62,984
1,20,2,r,HS5,9.12,34.23,61.34,1148
3,16,2,r,HS5,1.98,6.58,52.34,1155
4,16,2,r,HS5,34.66,84.87,76.75,1138
7,20,2,r,HS5,52.86,54.34,87.16,1346
2,5.5,2,R,HS5,4.32,25.23,85.41,1100
3,3.5,2,R,HS5,6.5,15.55,68.76,1116
5,1.5,2,R,HS5,34.9,50,85.67,1285
5,5.5,2,R,HS5,13.12,27.41,49.95,1003
6,5.5,2,R,HS5,16.33,29.08,81.64,1319
6,21.5,2,r,HS5,3.67,20.92,44.77,994
3,1,2,R,HS5,19.59,25.83,101.42,1419
3,3,2,R,HS5,15.13,27.51,74.59,1180
4,1,2,R,HS5,0.57,2.75,41.99,1045
5,3,2,R,HS5,5.38,35.58,66.79,1002
6,1,2,R,HS5,6.64,10.82,53.32,1130
5,5,2,R,HS5,0.02,1.13,8.66,1040
7,3,2,R,HS5,3.65,48.83,23.43,680
7,15,2,r,HS5,10.31,29.42,76.73,1078
1,2.5,2,R,HS5,1.79,8.8,39.34,1008
3,4.5,2,R,HS5,1.13,0.73,1.29,1050
2,0,2,R,HS5,2.48,6.5,33.52,950
5,2,2,R,HS5,34.32,35.02,75.65,1343
6,0,2,R,HS5,10.23,17.58,74.7,1350
5,4,2,R,HS5,94.25,99.13,65.67,1239
6,4,2,R,HS5,26.03,27.59,89.21,1494
2,24,1,R,HS5,0.24,2,41.9,856
1,14,1,r,HS5,121.96,134.18,117.78,1406
4,14,1,r,HS5,3.48,13.67,46.96,1080
7,6,1,r,HS5,4.46,28.93,75.54,1005
6,10,1,r,HS5,11.87,42.17,64.18,1051
7,8,1,r,HS5,0.32,7,20.98,812
7,10,1,r,HS5,28.19,67.33,79.14,1219
6,16,1,r,HS5,36.39,73.5,91.12,1278
1,3.5,1,R,HS5,14.64,22.5,73.01,1226
3,1.5,1,R,HS5,6.13,17,65.75,1157
4,1.5,1,R,HS5,28.72,39.17,63.5,1021
3,5.5,1,R,HS5,89.53,128.67,86.06,1317
7,3.5,1,R,HS5,18.27,18.67,63.05,1651
1,5.5,1,r,HS5,3.07,12,69.97,1006
1,7.5,1,r,HS5,0.19,1.83,16.7,926
1,9.5,1,r,HS5,54.13,108.5,85.61,1123
1,11.5,1,r,HS5,11.11,29.33,67.95,1138
5,5.5,1,r,HS5,3.09,11.68,54.78,1053
5,9.5,1,r,HS5,2.3,20,42.75,920
3,15.5,1,r,HS5,11.75,45.22,76.5,1091
4,17.5,1,r,HS5,4.29,41.07,57.65,925
6,17.5,1,r,HS5,4.94,12.52,52.7,928
6,19.5,1,r,HS5,7.55,24.5,64.23,1132
7,23.5,1,r,HS5,410.15,278.03,122.23,1614
1,1,1,R,HS5,0.31,2.17,17.94,1027
1,5,1,R,HS5,2.16,6.17,32.68,1218
2,3,1,R,HS5,6.37,13.83,84.6,1122
2,5,1,R,HS5,146.23,28.33,68.28,1147
4,5,1,R,HS5,0.04,1.5,7.25,886
1,7,1,r,HS5,1.26,4,52.65,1058
2,13,1,r,HS5,66.74,87.67,138.99,1276
1,21,1,r,HS5,8.83,27.07,49.5,943
3,17,1,r,HS5,30.77,68.98,58.16,827
7,9,1,r,HS5,0,44.17,0,808
6,19,1,r,HS5,1.35,5.33,39.43,1105
7,17,1,r,HS5,6.28,12.83,63.67,1298
1,4.5,1,R,HS5,0.08,0.6,19.18,974
2,2.5,1,R,HS5,4.18,12.53,81.39,1009
3,2.5,1,R,HS5,0.94,3.97,55.96,1132
4,2.5,1,R,HS5,4.27,11.5,55.51,1256
4,4.5,1,R,HS5,19.25,57.83,72.11,1177
5,2.5,1,R,HS5,2.13,4.83,55.85,1215
4,0.5,1,r,HS5,2.07,7.33,29.41,1036
2,8.5,1,r,HS5,3.84,22.33,60.75,1004
4,10.5,1,r,HS5,0.58,27.5,28.63,847
6,8.5,1,r,HS5,2.67,13.77,47.13,990
2,20.5,1,r,HS5,29.56,55.67,80.55,1261
3,18.5,1,r,HS5,0.76,3.83,61.25,1074
4,16.5,1,r,HS5,0.7,7.17,31.21,921
7,8.5,1,r,HS5,2.35,16.17,44.55,1019
3,20.5,1,r,HS5,20.74,34.85,94.83,1272
7,12.5,1,r,HS5,34.37,47.17,94.66,1401
6,16.5,1,r,HS5,5.04,43.43,51.8,950
1,4,1,R,HS5,32.8,79.22,71.71,1262
2,2,1,R,HS5,143.84,2.87,72.9,1218
5,0,1,R,HS5,18.94,41.02,79.7,1130
3,6,1,R,HS5,15.48,18.67,85.5,1388
6,2,1,R,HS5,1282.05,2.82,69.91,1364
