road,value,avgVhlSpd,mileage_km,vin
G,610,44.31,74.77,LFB1E6675KJB14725
S,610,75.93,128.34,LFB1E6673KJB14903
S,610,39.75,65.98,LFB1E6079KJB12145
S,610,41.14,67.58,LFB1E6678KJB09728
S,610,43.42,73.02,LFB1E6675KJB13994
G,610,56.73,100.66,LFB1E6676KJB12756
O,609,19.24,29.23,LFB1E6676KJB16869
G,609,63.81,110.75,LFB1E6678KJB15139
S,609,32.4,54.24,LFB1E6072KJB13055
G,609,89.59,64.01,LFB1E6676KJB12997
O,609,20.05,32.42,LFB1E6674KJB15882
R,609,18.14,28.42,LFB1E6674KJB09645
S,608,48.75,82.28,LFB1E6673KJB13847
G,608,92.64,155.92,LFB1E6070KJB14995
S,608,74.84,126,LFB1E6077KJB10619
R,608,25.13,42.15,LFB1E6676KJB15835
G,607,77.06,128,LFB1E6676KJB08836
S,607,56.59,94.25,LFB1E6076KJB11907
G,607,80.95,136.42,LFB1E6677KJB07372
S,607,57.93,95.54,LFB1E6674KJB03313
R,607,52.61,86.03,LFB1E607XKJB03714
O,607,18.6,29.3,LFB1E6073KJB17065
R,607,40.13,67.24,LFB1E667XKJB11707
S,607,34.89,51.78,LFB1E6679KJB02691
S,607,39.53,65.72,LFB1E6670KJB11912
S,607,70.37,118.46,LFB1E6077KJB14900
O,607,18.72,38.09,LFB1E6675KJB16698
R,606,43.63,78.23,LFB1E607XKJB07195
G,606,54.64,92.05,LFB1E6675KJB11016
G,606,51.91,81.66,LFB1E6078KJB04473
G,606,86.85,107.49,LFB1E6078KJB12413
R,606,39.42,60.08,LFB1E6675KJB11615
G,606,44.11,476.27,LFB1E607XKJB14941
S,606,41.79,67.62,LFB1E6075KJB08237
G,605,78.21,131.26,LFB1E6076KJB07226
G,605,94,164.47,LFB1E6079KJB13893
O,605,18.33,29.05,LFB1E607XKJB15474
G,605,43,71.3,LFB1E6079KJB14042
O,604,17.92,28.13,LFB1E6673KJB01276
S,604,68.62,114.68,LFB1E6075KJB07220
G,604,31.88,53.27,LFB1E6674KJB14358
S,604,88.8,148.94,LFB1E6677KJB16167
O,604,21.97,34.48,LFB1E6674KJB16899
R,604,39.73,51.63,LFB1E6677KJB03242
G,604,36.36,59.76,LFB1E6070KJB13538
O,603,20.69,15.79,LFB1E6076KJB16332
S,603,25.58,42.01,LFB1E6675KJB14627
G,603,66.23,110.28,LFB1E6073KJB07359
G,603,23.5,36.49,LFB1E6678KJB14556
G,603,67.11,112.07,LFB1E6076KJB07890
G,602,69.82,116.97,LFB1E6671KJB11921
S,602,52.75,67.37,LFB1E6074KJB08522
R,602,43.45,72.57,LFB1E6076KJB09042
O,602,17.86,28.61,LFB1E6677KJB16265
R,602,27.74,53.83,LFB1E6076KJB07095
O,602,22.95,37.34,LFB1E6676KJB07721
S,602,23.74,38.96,LFB1E6679KJB13268
G,602,37.52,60.32,LFB1E6079KJB02750
O,602,14.94,24.89,LFB1E6678KJB04805
S,601,42.75,67.79,LFB1E6670KJB13921
R,601,40.15,66.45,LFB1E6673KJB10978
G,601,72.52,120.69,LFB1E6671KJB07285
O,601,21.2,33.32,LFB1E6072KJB15954
G,601,57.94,96.42,LFB1E6678KJB17280
O,601,19.69,31.23,LFB1E6077KJB17070
O,601,16.43,25.11,LFB1E6671KJB01261
G,601,26.93,41.4,LFB1E6677KJB09171
G,601,30.58,49.75,LFB1E6071KJB08381
R,601,20.31,33.1,LFB1E6677KJB04861
G,601,76.25,126.23,LFB1E6077KJB06859
S,600,39.9,70.96,LFB1E6672KJB13533
G,600,39.62,56.07,LFB1E6674KJB12206
O,600,16.34,25.47,LFB1E6675KJB15003
S,600,78.45,130.98,LFB1E6075KJB06214
O,600,21.19,32.42,LFB1E6075KJB08688
G,600,40.82,67.2,LFB1E6075KJB09078
G,600,36.42,119.88,LFB1E6078KJB12895
R,600,33.79,53.68,LFB1E6677KJB12992
S,600,34.88,57.76,LFB1E6071KJB13242
G,600,47.04,77.07,LFB1E6078KJB11519
S,600,32.68,51.99,LFB1E6671KJB13362
G,600,15.99,23.87,LFB1E6677KJB10644
O,600,24.26,38.63,LFB1E6677KJB15231
S,599,48.24,82.01,LFB1E6671KJB10073
O,599,19.92,31.08,LFB1E6676KJB06133
O,599,16.78,26.19,LFB1E6077KJB11401
O,599,19.3,30.12,LFB1E6678KJB14153
S,599,70.69,117.4,LFB1E6078KJB08104
O,599,21.03,33.48,LFB1E6075KJB03586
R,598,32.77,49.07,LFB1E6671KJB05875
R,598,34.48,49.73,LFB1E6076KJB15777
O,598,24.95,39.55,LFB1E6674KJB10679
G,598,30.83,51.19,LFB1E6673KJB12391
G,598,81.62,134.45,LFB1E6670KJB11909
R,598,34.11,56.15,LFB1E6677KJB04536
R,598,40.66,61.24,LFB1E6672KJB06131
G,597,79.91,131.05,LFB1E6671KJB12390
R,597,20.34,31.03,LFB1E6076KJB07534
S,597,39.9,58.62,LFB1E6074KJB06043
S,597,50.02,83.19,LFB1E6676KJB09761
G,597,46.4,75.88,LFB1E6076KJB11325
S,597,66.87,110.57,LFB1E6078KJB13173
S,597,77.09,127.54,LFB1E6075KJB11395
G,596,88.89,146.87,LFB1E6078KJB15036
G,596,28.46,45.64,LFB1E6671KJB16567
G,596,33.64,55.72,LFB1E6671KJB06489
G,596,31.27,50.66,LFB1E6076KJB13818
S,596,56.64,90.18,LFB1E6675KJB09525
G,596,65.82,109.05,LFB1E6076KJB08960
S,596,42.5,69.2,LFB1E6677KJB03032
G,596,53.94,84.28,LFB1E6679KJB12914
S,596,38.43,62.66,LFB1E6674KJB08673
O,595,24.67,31.24,LFB1E6072KJB06459
G,595,94.53,156.25,LFB1E6674KJB13811
S,595,36.2,58.13,LFB1E6671KJB08193
R,595,45.56,78.35,LFB1E607XKJB06824
S,595,84.6,140.07,LFB1E6072KJB09118
G,595,37.21,61.08,LFB1E6675KJB11274
G,595,75.11,124.23,LFB1E6073KJB11248
G,595,78.59,129.76,LFB1E6071KJB09675
R,595,36.41,106.21,LFB1E6079KJB04322
O,595,20.69,31.9,LFB1E6670KJB15846
S,595,62.14,102.68,LFB1E607XKJB09240
O,594,24.1,38.29,LFB1E667XKJB13313
R,594,33.86,71.46,LFB1E6675KJB10464
O,594,18.95,29.3,LFB1E6678KJB01239
O,594,20.07,31.45,LFB1E6671KJB16858
S,594,58.64,96.47,LFB1E6677KJB10143
R,594,27.68,48.51,LFB1E6074KJB04177
O,594,15.83,23.53,LFB1E6672KJB08770
G,593,47.84,76.38,LFB1E6077KJB05856
R,593,56.13,85.23,LFB1E6675KJB05832
R,593,40.25,66.19,LFB1E6675KJB04440
R,593,39.93,427.98,LFB1E6070KJB04886
R,593,60.71,99.57,LFB1E607XKJB09447
G,593,43.16,70.86,LFB1E6076KJB12636
O,593,18.38,30.21,LFB1E6671KJB16651
G,593,57.42,94.42,LFB1E6676KJB06729
S,592,60.26,98.22,LFB1E6072KJB13220
G,592,82,142.2,LFB1E6075KJB06584
R,592,49.09,80.46,LFB1E6073KJB10603
O,592,9.97,15.21,LFB1E6675KJB16149
R,592,32.33,51.58,LFB1E6675KJB03806
G,592,62.3,102.88,LFB1E6670KJB14440
G,592,64.19,105.47,LFB1E667XKJB11500
G,592,22.34,35.2,LFB1E6677KJB14841
O,592,20.89,32.37,LFB1E6676KJB12532
O,592,20.55,19.42,LFB1E6672KJB12544
S,592,44.28,71.12,LFB1E6675KJB00789
G,591,51.4,83.98,LFB1E6677KJB14810
S,591,70.26,229.16,LFB1E6671KJB17217
R,591,56.56,92.75,LFB1E6076KJB04889
R,591,37.95,64.29,LFB1E6077KJB07218
S,591,63.58,103.69,LFB1E667XKJB07012
S,591,63.9,104.88,LFB1E6678KJB12502
G,591,85.19,846.27,LFB1E6671KJB03446
G,591,40.28,65.79,LFB1E6072KJB06770
R,590,39.06,63.3,LFB1E6079KJB07317
S,590,58.78,95.47,LFB1E6671KJB03107
G,590,76.19,124.91,LFB1E667XKJB13263
S,590,29.3,46.4,LFB1E6675KJB04275
S,589,60.12,97.72,LFB1E6075KJB07962
G,589,64.84,138.35,LFB1E6079KJB12825
S,589,59.85,97.76,LFB1E6076KJB07050
S,589,79.57,188.7,LFB1E6678KJB06943
S,589,25.77,41.51,LFB1E6070KJB06976
G,589,38.4,62.55,LFB1E6678KJB14279
O,588,21.54,33.48,LFB1E6073KJB18510
S,588,97.42,2062.36,LFB1E6677KJB06884
G,588,69.43,118.57,LFB1E6078KJB11262
O,588,24.61,39.48,LFB1E6079KJB14123
G,588,71.82,115.48,LFB1E607XKJB05124
S,588,24.46,37.19,LFB1E6675KJB12442
G,587,29.14,46.89,LFB1E6670KJB12994
S,587,48.4,63.05,LFB1E6072KJB04419
O,587,24.09,37.51,LFB1E6071KJB17095
O,587,17.39,25.84,LFB1E6076KJB08568
R,587,26.1,68.7,LFB1E6074KJB12893
G,587,94.66,154.58,LFB1E6076KJB07131
S,587,29.59,47.71,LFB1E6673KJB07949
S,587,31.46,49.93,LFB1E6670KJB13742
R,587,33.41,53.54,LFB1E607XKJB04331
S,586,77.25,127.7,LFB1E607XKJB11280
S,586,42.46,68.15,LFB1E6679KJB04800
O,586,26.34,39.7,LFB1E6677KJB11745
G,586,89.33,145.05,LFB1E607XKJB02529
G,586,77.07,125.56,LFB1E6073KJB06826
G,586,47.36,77.06,LFB1E6676KJB12353
G,586,35.18,55.5,LFB1E667XKJB13019
S,586,28.47,44,LFB1E6073KJB14389
R,586,51.76,89.85,LFB1E6671KJB07822
R,585,52.29,77.92,LFB1E6675KJB08679
G,585,24.25,32.98,LFB1E6072KJB03660
O,585,25.88,351.73,LFB1E6079KJB16650
S,585,60.33,98.24,LFB1E6073KJB14473
G,585,41.68,66.39,LFB1E6077KJB08921
S,584,85,137.72,LFB1E6671KJB11160
S,584,59.55,91.7,LFB1E6074KJB00582
G,584,68.37,110.4,LFB1E6071KJB15122
O,584,28.04,9323.14,LFB1E6072KJB07353
O,584,35,55.64,LFB1E6070KJB17184
S,584,31.07,58.43,LFB1E6077KJB09020
G,584,34.75,51.7,LFB1E667XKJB08225
R,584,47.91,74.94,LFB1E6678KJB03461
S,583,22.09,22.06,LFB1E6077KJB11396
G,583,34.09,54.49,LFB1E6078KJB08782
S,583,75.94,123.02,LFB1E6078KJB11262
S,583,37.13,61.09,LFB1E6674KJB09645
S,583,78.63,127.38,LFB1E6072KJB12858
G,583,40.96,65.43,LFB1E6672KJB15413
O,582,21.6,33.87,LFB1E6072KJB08941
S,582,70.14,113.3,LFB1E6076KJB13785
G,582,33.65,53.95,LFB1E6676KJB12451
G,582,62.23,100.15,LFB1E6673KJB15159
S,582,30.59,47.68,LFB1E6673KJB07451
R,582,34.18,55.6,LFB1E6676KJB12630
S,582,59.81,96.13,LFB1E6671KJB12597
R,581,49.16,81.23,LFB1E6670KJB09450
R,581,35.27,56.75,LFB1E6676KJB02907
G,581,33.94,49.36,LFB1E6075KJB04950
S,581,21.55,30.78,LFB1E6076KJB08747
O,581,16.96,25.91,LFB1E6678KJB15898
S,581,42.45,69.26,LFB1E6677KJB12569
S,581,29.55,44.53,LFB1E6674KJB05112
S,581,29.42,47.23,LFB1E6671KJB14334
O,580,45.23,72.87,LFB1E607XKJB13448
O,580,26.39,41.08,LFB1E6671KJB16407
R,580,46.59,129.29,LFB1E6077KJB00513
R,580,33.92,69.48,LFB1E6077KJB07686
S,580,63.38,101.43,LFB1E6671KJB14463
O,580,20.12,30.3,LFB1E6672KJB10003
S,580,55.79,66.04,LFB1E607XKJB11702
O,580,20.5,30.35,LFB1E6675KJB17723
G,580,79.89,128.82,LFB1E6676KJB14538
R,579,43.12,64.89,LFB1E6070KJB07450
S,579,25.35,32.65,LFB1E6677KJB06464
O,579,23.46,35.81,LFB1E6675KJB15597
S,579,43.91,67.75,LFB1E6070KJB15032
G,579,36.77,58.49,LFB1E6070KJB07819
S,579,77.56,126.15,LFB1E6671KJB13958
G,579,78.3,123,LFB1E6678KJB15271
R,578,46.25,70.05,LFB1E6676KJB03605
G,578,39.64,60.54,LFB1E6671KJB10896
S,578,48.71,79.54,LFB1E6075KJB10456
S,578,27.55,42.62,LFB1E6671KJB14818
S,578,35.28,55.96,LFB1E6674KJB12481
S,578,62.98,70.93,LFB1E607XKJB10310
R,578,32.39,51.85,LFB1E6679KJB14159
R,577,40.52,64.83,LFB1E6676KJB05371
S,577,34.48,59.93,LFB1E6670KJB14356
R,577,41.18,59.83,LFB1E6078KJB04991
S,577,53.02,81.67,LFB1E607XKJB13451
R,577,54.4,86.5,LFB1E6675KJB08956
G,577,68.06,106.45,LFB1E6675KJB06379
S,577,62.31,99.39,LFB1E6672KJB10213
G,577,42.26,69.98,LFB1E6677KJB16346
R,577,40.89,61.36,LFB1E6677KJB06819
G,577,38.36,60.07,LFB1E667XKJB12159
S,576,32.77,52.07,LFB1E6073KJB08043
O,576,21.68,22.33,LFB1E6670KJB16737
R,576,53.97,83.87,LFB1E6072KJB05599
R,576,37.08,58.88,LFB1E6672KJB02757
O,576,19.9,30.16,LFB1E6079KJB00707
S,576,45.31,72.02,LFB1E6678KJB06957
G,576,67.84,108.1,LFB1E6075KJB09310
G,576,31.44,53.27,LFB1E6671KJB16486
O,575,27.39,41.6,LFB1E6672KJB17680
S,575,44.07,67.54,LFB1E607XKJB14115
R,575,36.24,57.71,LFB1E6672KJB06646
S,575,36.29,55.97,LFB1E667XKJB09973
G,575,76.79,121.76,LFB1E667XKJB13098
S,575,76.58,122.15,LFB1E6673KJB09832
R,575,43.83,69.83,LFB1E6078KJB08751
S,575,51.63,78.83,LFB1E6673KJB09779
S,575,28.49,43.34,LFB1E6079KJB07835
R,574,38.91,60.63,LFB1E6678KJB15934
R,574,33.24,51.74,LFB1E6679KJB13268
S,574,30.88,52.89,LFB1E6671KJB04449
G,574,84.12,133.82,LFB1E6070KJB14852
G,574,42.41,63.68,LFB1E6079KJB07771
O,574,19.91,21.05,LFB1E6676KJB14040
R,574,42,66.28,LFB1E6071KJB07859
O,574,23.29,35.72,LFB1E6073KJB14506
O,574,18.95,29.15,LFB1E6672KJB15945
S,574,39.25,62.55,LFB1E607XKJB05351
S,573,67.36,105.41,LFB1E6074KJB08200
R,573,26.9,41.64,LFB1E667XKJB09360
R,573,31,48.82,LFB1E6677KJB11146
G,573,71.15,112.89,LFB1E6678KJB14010
R,573,42.87,61.46,LFB1E6679KJB08040
R,573,33.93,52.17,LFB1E6079KJB04899
S,573,46.77,72.49,LFB1E6075KJB05774
S,573,64.34,101.27,LFB1E6076KJB14130
O,573,18.8,27.83,LFB1E6671KJB15676
G,573,54.37,85.99,LFB1E667XKJB13506
S,573,49.14,81.11,LFB1E6679KJB12962
G,573,29.67,46.46,LFB1E6670KJB13112
S,572,57.98,427.69,LFB1E6077KJB11981
G,572,41.24,64.35,LFB1E6673KJB14013
S,572,117.88,187.8,LFB1E6076KJB09221
G,572,56.7,90,LFB1E6074KJB11064
S,572,35.89,56.46,LFB1E6076KJB06917
O,572,17.25,25.85,LFB1E6077KJB11480
G,571,31.92,49.46,LFB1E6679KJB15411
R,571,31.62,45.62,LFB1E6676KJB04415
S,571,40.48,63.28,LFB1E6671KJB14396
O,571,24.04,35.85,LFB1E6079KJB13991
O,571,12.03,17.35,LFB1E6674KJB16563
G,571,79.9,126.53,LFB1E6671KJB14687
S,571,71.74,428.7,LFB1E6678KJB13102
R,571,41.32,65.42,LFB1E667XKJB13120
G,571,48.34,60.87,LFB1E6677KJB13026
R,571,52.53,79.41,LFB1E6073KJB07278
S,570,28.59,36.94,LFB1E6072KJB05585
O,570,19.54,29.61,LFB1E6672KJB11474
S,570,31.6,53.54,LFB1E6679KJB11634
R,570,24.78,44.31,LFB1E6075KJB09114
G,570,58.27,91.76,LFB1E6674KJB12089
S,570,55.75,87.85,LFB1E6672KJB15007
S,570,21.64,33.07,LFB1E6672KJB14567
G,570,23.15,30,LFB1E6672KJB10339
O,569,16.4,15.87,LFB1E6677KJB04181
R,569,42.34,66.39,LFB1E6678KJB09728
G,568,47.4,76.32,LFB1E6675KJB14045
O,568,17.29,26.02,LFB1E6671KJB03382
S,568,27.18,42.49,LFB1E6076KJB14421
S,567,35.02,58.33,LFB1E6075KJB10876
O,567,18.05,26.88,LFB1E6679KJB15084
S,567,62.01,103.34,LFB1E667XKJB06880
S,567,85.4,134.18,LFB1E6073KJB07183
G,567,53,82.24,LFB1E6679KJB13478
G,567,58.82,89.74,LFB1E6674KJB00721
R,567,37.81,55.99,LFB1E6077KJB05372
G,567,67.03,105.72,LFB1E6070KJB13670
G,567,30.47,49.21,LFB1E667XKJB13697
S,567,28.26,37.75,LFB1E6671KJB13569
G,567,44.6,69.88,LFB1E607XKJB15961
G,567,67.29,105.39,LFB1E607XKJB08430
S,567,39.17,60.99,LFB1E6670KJB05284
G,566,54.57,149.49,LFB1E6075KJB09176
G,566,62.7,72.32,LFB1E6679KJB14243
S,566,38.96,61.04,LFB1E6676KJB03247
G,566,22.22,32.96,LFB1E6675KJB15762
S,566,38.33,59.79,LFB1E6079KJB12999
O,566,25.44,38.59,LFB1E6072KJB16747
R,566,46.97,63.39,LFB1E6677KJB09624
G,565,56.47,88.69,LFB1E6671KJB15161
G,565,30.78,47.08,LFB1E6676KJB08206
O,565,22.01,22.66,LFB1E6679KJB14551
O,565,20.96,30.91,LFB1E6674KJB10195
O,565,11.87,17.38,LFB1E6076KJB15195
R,565,50.92,79.46,LFB1E6672KJB12575
S,565,19.7,30.57,LFB1E6075KJB07458
O,565,21.97,32.55,LFB1E607XKJB15197
R,565,60.5,95.07,LFB1E6072KJB12892
G,565,44.38,69.41,LFB1E6676KJB12580
G,565,93.04,778.75,LFB1E6074KJB15521
S,564,27.82,43.01,LFB1E6677KJB04830
S,564,58.37,84.97,LFB1E6671KJB11756
G,564,18.47,27.76,LFB1E6674KJB01741
G,564,96.37,151.03,LFB1E6076KJB14497
O,564,21.37,28.79,LFB1E6678KJB16274
S,564,76.28,118.94,LFB1E6072KJB12892
R,564,53.04,82.31,LFB1E6670KJB04894
G,564,59.24,91.77,LFB1E6675KJB11100
S,564,34.29,48.75,LFB1E6078KJB10712
O,564,20.05,29.93,LFB1E6670KJB16835
S,563,46.77,71.41,LFB1E6672KJB12382
G,563,65.66,102.11,LFB1E6679KJB13853
G,563,45.01,64.18,LFB1E6075KJB09338
R,563,36.32,56.04,LFB1E6678KJB12337
S,563,87.34,124.8,LFB1E6073KJB11783
G,562,90.68,35.93,LFB1E6675KJB16488
R,562,40.88,63.29,LFB1E6675KJB07175
S,562,60.82,94.42,LFB1E6071KJB05514
O,562,16.65,23.28,LFB1E6678KJB11673
G,562,65.54,101.68,LFB1E6672KJB14570
R,562,25.27,39.15,LFB1E6672KJB12706
S,562,41.93,64.68,LFB1E607XKJB09447
G,562,55.32,86.03,LFB1E6076KJB10045
S,562,42.21,63.6,LFB1E6078KJB05090
O,561,17.76,25.85,LFB1E6070KJB13264
S,561,24.87,35.19,LFB1E6075KJB13258
O,561,14.92,24.95,LFB1E6677KJB01331
G,561,81.29,125.98,LFB1E6674KJB13775
S,561,34.65,51.21,LFB1E6079KJB15000
G,561,23.99,38.18,LFB1E6077KJB10782
S,561,54.06,66.66,LFB1E6077KJB10104
S,561,90.08,139.99,LFB1E6072KJB09748
R,560,38.83,51.31,LFB1E667XKJB02621
G,560,32.04,48.65,LFB1E6672KJB16237
R,560,49.05,76.19,LFB1E6671KJB06265
G,560,86.24,134.16,LFB1E6072KJB15856
G,560,76.81,119.34,LFB1E6072KJB17218
O,560,17.17,23.44,LFB1E6077KJB00706
R,560,84.24,131.01,LFB1E6079KJB05468
G,560,58.36,88.95,LFB1E6670KJB06791
S,559,21.52,33.31,LFB1E6072KJB10768
G,559,36.7,57,LFB1E6675KJB11260
R,559,26.49,39.69,LFB1E6075KJB11803
R,559,30.53,46.57,LFB1E6078KJB02805
R,559,34.74,75.13,LFB1E6671KJB13135
O,559,18.21,32.52,LFB1E6671KJB18108
G,559,35.27,50.54,LFB1E6074KJB15079
O,559,15.49,22.31,LFB1E6673KJB08504
G,559,97.01,150.53,LFB1E6072KJB05537
S,558,99.18,144.3,LFB1E6078KJB09365
S,558,37.9,62.75,LFB1E6079KJB07317
R,558,24.89,36.67,LFB1E6678KJB08823
S,558,31.28,43.78,LFB1E6072KJB08356
G,558,67.9,105.23,LFB1E6076KJB14337
S,558,94.07,145.88,LFB1E6071KJB09983
R,558,24.1,33.02,LFB1E6071KJB04377
S,558,38.85,58.47,LFB1E6071KJB09515
S,558,38.07,55.29,LFB1E6079KJB06040
S,558,42.11,70.87,LFB1E6074KJB09086
G,558,57.64,90.91,LFB1E6073KJB07054
R,558,43.66,151.74,LFB1E6671KJB07609
R,557,33.84,51.4,LFB1E6071KJB05383
S,557,32.65,49.95,LFB1E6675KJB06365
S,557,38.4,57.09,LFB1E6076KJB14449
G,557,80.5,124.58,LFB1E6078KJB13920
S,557,61.9,95.25,LFB1E6675KJB09041
S,556,37.83,57.57,LFB1E607XKJB12364
O,556,16.72,24.04,LFB1E6071KJB11586
O,556,24.18,35.6,LFB1E6074KJB09508
O,556,14.96,20.87,LFB1E667XKJB15188
S,556,44.9,67.33,LFB1E6076KJB07288
O,556,23.3,34.69,LFB1E6070KJB17802
O,555,19.79,29.81,LFB1E6679KJB10502
S,555,59.14,90.91,LFB1E607XKJB04233
R,555,29.4,45.09,LFB1E6679KJB12072
S,555,40.32,7018.82,LFB1E6075KJB11378
O,555,16.7,24.08,LFB1E6076KJB11373
G,555,25.57,38.11,LFB1E6672KJB15766
S,554,28.56,42.1,LFB1E6671KJB08467
G,554,42.28,60.74,LFB1E6678KJB08014
O,554,18.34,9.81,LFB1E667XKJB01114
S,554,26.33,36.48,LFB1E6073KJB14134
G,554,49.07,75.22,LFB1E6072KJB16330
R,554,32.34,49.04,LFB1E6676KJB05225
S,554,69.6,106.67,LFB1E6675KJB09590
O,554,13.46,18.77,LFB1E6676KJB05502
S,554,56.39,84.99,LFB1E6072KJB06848
S,554,30.53,45.47,LFB1E6076KJB13849
G,554,70.89,103.44,LFB1E6077KJB14542
R,554,65.29,100.08,LFB1E6076KJB13804
O,554,23.22,33.89,LFB1E6674KJB09628
S,554,41.59,63.04,LFB1E6072KJB06851
S,554,31.29,46.94,LFB1E6079KJB14557
G,554,39.35,59.28,LFB1E6075KJB07945
O,554,24.52,32.6,LFB1E6079KJB05941
R,554,47.87,73.4,LFB1E667XKJB12419
S,554,23.61,28.19,LFB1E6675KJB13347
R,554,44.95,68.61,LFB1E6677KJB13124
R,554,24.75,38.06,LFB1E667XKJB10914
S,553,53.12,78.71,LFB1E6679KJB09866
R,553,57.71,87.96,LFB1E6671KJB12633
O,553,21.74,31.94,LFB1E6076KJB13687
S,553,75.3,115.3,LFB1E667XKJB16762
S,553,78.05,90.23,LFB1E6673KJB14562
S,553,58.47,78.42,LFB1E667XKJB08533
S,553,39.14,59.14,LFB1E6676KJB07038
S,552,59.55,307.23,LFB1E6676KJB07217
S,552,35.06,48.82,LFB1E6071KJB10874
G,552,45.77,70.32,LFB1E6677KJB15343
R,552,51.74,79.27,LFB1E6674KJB06809
R,552,44.11,57.35,LFB1E6074KJB10304
S,552,47.35,72.29,LFB1E6077KJB10863
G,552,29.49,43.93,LFB1E6674KJB14909
O,552,21.55,31.65,LFB1E6673KJB15002
O,552,18.87,26.81,LFB1E6672KJB10471
S,552,102.29,34.67,LFB1E6676KJB12997
O,552,18.66,26.24,LFB1E667XKJB11223
G,552,51.29,78.62,LFB1E6675KJB10819
O,552,16.65,24.3,LFB1E6677KJB09025
S,552,34.93,52.02,LFB1E6674KJB11539
G,551,28.27,42.58,LFB1E667XKJB16261
R,551,36.17,49.31,LFB1E6676KJB06262
O,551,16.97,24.75,LFB1E6670KJB16866
O,551,20.5,29.32,LFB1E607XKJB17368
O,551,26.24,39.22,LFB1E6073KJB16482
G,551,53.54,81.57,LFB1E6071KJB15525
G,551,62.51,95.31,LFB1E6077KJB16677
O,551,16.21,23.27,LFB1E6076KJB08019
S,550,48.4,73.51,LFB1E6078KJB11780
S,550,24.26,28.88,LFB1E6071KJB08199
S,550,17.38,21.01,LFB1E6076KJB13320
S,550,37.77,58.2,LFB1E607XKJB09755
S,550,38.98,64.48,LFB1E667XKJB14736
S,550,46.95,70.92,LFB1E6672KJB13998
G,549,84.34,128.6,LFB1E6678KJB09731
R,549,42.05,64.15,LFB1E6679KJB15411
R,549,39.8,63.12,LFB1E6072KJB05862
O,549,29.31,19.7,LFB1E6674KJB01089
S,549,72.63,148.25,LFB1E6675KJB05135
O,549,13.97,19.5,LFB1E6676KJB13812
S,549,21.4,25.14,LFB1E6678KJB12273
G,549,55.97,85.32,LFB1E6072KJB14884
S,549,51.71,77.07,LFB1E6677KJB09977
G,549,91.35,2616.63,LFB1E6672KJB09420
O,548,25.9,37.64,LFB1E6075KJB17083
O,548,31.05,45.38,LFB1E6678KJB17344
O,548,17.2,24.32,LFB1E6074KJB09878
G,548,67.41,102.49,LFB1E6072KJB07515
O,548,17.1,24.48,LFB1E6671KJB16701
O,548,20.01,1485.74,LFB1E6677KJB16301
G,548,33.28,49.05,LFB1E6078KJB04876
R,548,28.36,42.57,LFB1E6674KJB07927
S,548,61.98,94.23,LFB1E6678KJB17750
G,548,47.2,71.51,LFB1E6678KJB13441
O,547,15.74,21.59,LFB1E6672KJB17632
O,547,24.5,26.97,LFB1E6675KJB08147
O,547,26.38,38.61,LFB1E6670KJB16088
G,547,31.62,47.2,LFB1E6076KJB11258
R,547,49.05,74.42,LFB1E6070KJB09943
R,547,47.96,72.05,LFB1E6071KJB06694
S,547,48.31,72.99,LFB1E6071KJB09837
S,547,64.42,95.59,LFB1E6679KJB16560
R,547,37.82,55.6,LFB1E6678KJB08143
G,547,73.8,112.28,LFB1E6072KJB15338
G,547,89.14,160.67,LFB1E6679KJB07521
S,546,63.54,95.06,LFB1E6072KJB14223
G,546,73.77,111.08,LFB1E6074KJB11114
G,546,68.55,101.85,LFB1E6071KJB03519
S,546,45.81,76.1,LFB1E6074KJB07077
S,546,47.75,113.38,LFB1E6677KJB10773
S,546,71.78,116.75,LFB1E6070KJB09845
S,546,42.69,63.82,LFB1E6675KJB14854
O,546,13.74,19.27,LFB1E6678KJB03735
O,546,27.1,32.02,LFB1E6074KJB01442
S,545,88.46,133.05,LFB1E6676KJB08996
S,545,29.66,43.18,LFB1E6072KJB14674
R,545,44.08,66.49,LFB1E6677KJB10353
S,545,79.41,119.93,LFB1E607XKJB12901
G,545,36.41,54.26,LFB1E6079KJB16101
O,544,15.89,21.73,LFB1E6679KJB13299
G,544,31.74,47.47,LFB1E6075KJB13096
R,544,37.73,52.74,LFB1E6673KJB03738
S,544,42.12,63.51,LFB1E6673KJB07627
O,544,29.94,44.25,LFB1E667XKJB10797
G,543,59.34,88.68,LFB1E6671KJB16391
S,543,44.9,48.03,LFB1E6674KJB06373
R,543,47.73,71.57,LFB1E6670KJB06239
O,543,27.1,38.68,LFB1E6676KJB12417
S,543,32.93,49.61,LFB1E6670KJB14373
G,543,61.83,95.17,LFB1E6072KJB09247
S,543,47.66,69.55,LFB1E6070KJB12650
G,543,43.67,64.88,LFB1E6679KJB12377
O,542,24.09,33.91,LFB1E6678KJB17277
R,542,58.24,88.02,LFB1E6678KJB12855
S,542,66.77,100.96,LFB1E6678KJB09647
G,542,45.91,68.09,LFB1E6674KJB11881
G,542,8.63,11.96,LFB1E6676KJB10537
S,542,57.16,86,LFB1E6677KJB07243
O,541,24.95,36.15,LFB1E6075KJB15253
S,541,22.79,33.67,LFB1E6072KJB07272
S,541,48.12,59.96,LFB1E6671KJB15225
R,541,33.79,52.06,LFB1E6679KJB10774
S,541,37.93,53.23,LFB1E607XKJB00571
