road,value,avgVhlSpd,mileage_km,vin
R,541,41.29,62.22,LFB1E6671KJB05102
R,541,26.69,39.92,LFB1E6074KJB10643
S,541,18.85,26.98,LFB1E6070KJB09005
O,541,26.15,37.16,LFB1E6678KJB15609
O,540,27.95,40.57,LFB1E6076KJB17450
S,540,49.61,80.92,LFB1E667XKJB13036
R,540,44.14,68.31,LFB1E6079KJB14719
O,540,24.61,34.68,LFB1E6673KJB09717
S,540,57.54,86.04,LFB1E6076KJB13575
S,540,46.56,67.1,LFB1E6671KJB09084
G,540,91.29,136.56,LFB1E6678KJB13746
G,540,70.83,104.79,LFB1E6678KJB15092
G,540,60.4,89.94,LFB1E6678KJB12998
S,540,36.38,53.42,LFB1E6077KJB12905
G,539,76.21,59.62,LFB1E6675KJB15745
S,539,35.71,59.24,LFB1E6072KJB11094
O,539,16.48,22.06,LFB1E6674KJB17860
S,539,31.57,46.04,LFB1E667XKJB15577
G,539,50.84,75.73,LFB1E6079KJB06751
S,539,21.14,31.97,LFB1E6071KJB15346
S,539,74.41,239.14,LFB1E6679KJB02304
S,538,57.24,85.67,LFB1E6679KJB05588
O,538,16.73,23.24,LFB1E6677KJB11180
G,538,56.93,80.79,LFB1E667XKJB08239
G,538,67.53,5401.27,LFB1E6070KJB08792
G,538,39.92,60.97,LFB1E6077KJB15450
G,538,98.4,147.41,LFB1E6075KJB08528
S,538,56.83,84.37,LFB1E6075KJB10246
G,538,53.29,79.3,LFB1E6670KJB16964
G,538,43.87,64.75,LFB1E6672KJB08168
r,538,34.72,50.89,LFB1E6677KJB04746
O,538,21.35,30.1,LFB1E6671KJB14754
S,538,51.49,103.39,LFB1E6675KJB08231
G,538,27.22,39.21,LFB1E6070KJB07920
S,538,31.83,47.49,LFB1E6679KJB12850
S,538,75.19,112.57,LFB1E6671KJB12440
S,538,25.75,80.79,LFB1E6077KJB14735
R,538,42.49,63.23,LFB1E667XKJB05311
O,537,14.23,15.06,LFB1E607XKJB14468
O,537,16.05,22.12,LFB1E6074KJB09542
S,537,32.7,52.66,LFB1E607XKJB05088
S,537,32.53,47.79,LFB1E6672KJB11233
S,537,44.46,65.94,LFB1E6075KJB08965
S,537,58.44,61.81,LFB1E6076KJB13334
G,536,57.82,86.42,LFB1E6072KJB11578
G,536,75.68,112.42,LFB1E6078KJB06529
O,536,24.31,30.92,LFB1E6075KJB13213
O,536,20.19,28.92,LFB1E6071KJB16397
G,536,31.09,45.47,LFB1E6679KJB12203
R,536,46.91,68.76,LFB1E6079KJB03350
G,536,54.48,80.05,LFB1E6076KJB08540
S,536,34.22,50.11,LFB1E667XKJB13828
R,535,21.59,85.11,LFB1E607XKJB14809
R,535,48.18,72.22,LFB1E6073KJB12903
R,535,35.96,43.85,LFB1E6672KJB04153
G,535,90.06,132.67,LFB1E6674KJB03747
R,535,41.81,62.38,LFB1E6672KJB12253
S,535,27.74,40.77,LFB1E6077KJB10832
O,535,23.49,32.92,LFB1E6075KJB16144
S,535,45.05,63.17,LFB1E6670KJB13210
S,535,28.68,42.36,LFB1E6678KJB10846
G,535,38.19,56.49,LFB1E6679KJB06174
S,534,45.19,65.37,LFB1E6073KJB10083
G,534,35.76,271.42,LFB1E6074KJB10108
S,534,27.56,38.91,LFB1E6077KJB13360
G,534,92.47,162.94,LFB1E6670KJB14129
G,534,92.09,136.99,LFB1E6679KJB12752
O,534,19.5,27.53,LFB1E6673KJB16859
O,533,31.59,45.12,LFB1E667XKJB12095
G,533,33.67,48.41,LFB1E6073KJB05238
O,533,23.07,33.27,LFB1E6072KJB18580
R,533,40.52,59.79,LFB1E6074KJB10805
S,533,56.82,84.05,LFB1E6675KJB09394
S,533,47.29,70.23,LFB1E6079KJB04708
S,533,73.7,108.92,LFB1E6073KJB10164
S,533,36.55,52.25,LFB1E6673KJB11726
R,532,28.41,23.81,LFB1E6079KJB10119
G,532,51.16,75.42,LFB1E6672KJB12625
R,532,40.44,56.36,LFB1E6679KJB05610
S,532,21.14,30.05,LFB1E6073KJB09306
R,532,28.82,40.29,LFB1E6077KJB10619
G,532,77.73,122.22,LFB1E6074KJB15339
S,532,52.37,76.87,LFB1E6071KJB15170
G,532,82.75,121.94,LFB1E6675KJB12327
S,531,63.75,102.92,LFB1E6670KJB07729
O,531,13.95,18.32,LFB1E6076KJB08022
S,531,48.2,79.06,LFB1E6073KJB12187
R,531,63.39,93.36,LFB1E6076KJB06397
S,531,39.18,35.21,LFB1E6072KJB05599
S,531,98.17,221.06,LFB1E607XKJB15135
O,531,13.01,15.36,LFB1E6074KJB01361
S,531,36.58,44.28,LFB1E6671KJB10929
G,531,30.06,44.23,LFB1E6076KJB13933
G,531,40.35,57.3,LFB1E607XKJB11277
R,531,31.04,45.16,LFB1E6074KJB06883
S,531,36.04,47.56,LFB1E6676KJB13079
R,530,40.34,55.64,LFB1E6674KJB04817
S,530,105.69,155.58,LFB1E6075KJB15253
R,530,65.2,269.19,LFB1E6676KJB13745
G,530,57.92,84.43,LFB1E6071KJB15377
G,530,89.98,132.31,LFB1E6675KJB13865
S,530,56.92,92.29,LFB1E6671KJB14317
O,530,20.65,28.74,LFB1E6070KJB14155
G,530,44.21,70.72,LFB1E6070KJB10607
O,530,72.93,5640.79,LFB1E6071KJB12091
S,530,25.55,36.42,LFB1E6076KJB14306
S,530,50.22,70.81,LFB1E6079KJB09990
S,529,29.58,42.83,LFB1E607XKJB06483
G,529,60.22,95.95,LFB1E6077KJB07316
O,529,23.33,32.76,LFB1E6671KJB16309
O,529,17.11,23.17,LFB1E6678KJB07705
S,529,63.92,93.48,LFB1E6070KJB08713
O,529,21.15,29.33,LFB1E6674KJB13405
S,529,40.77,60.04,LFB1E6677KJB06819
O,529,13.07,17.27,LFB1E6071KJB08557
G,529,54.41,78.92,LFB1E6675KJB12697
R,529,27.69,37.23,LFB1E6675KJB09914
O,529,17,23.84,LFB1E6671KJB15578
G,528,39.93,57.32,LFB1E6077KJB12807
O,528,17.63,24.1,LFB1E6077KJB14329
R,528,48.24,66.86,LFB1E6677KJB15004
S,528,25.1,36.34,LFB1E6073KJB14263
R,528,29.38,43.56,LFB1E6674KJB07748
O,528,17.92,24.43,LFB1E6072KJB17011
S,528,54.97,898.33,LFB1E6674KJB05224
O,528,16.23,22.55,LFB1E6078KJB01430
R,528,18.4,26.36,LFB1E6077KJB11611
G,527,61.97,90.46,LFB1E6673KJB04047
G,527,33.56,47.02,LFB1E6671KJB15127
R,527,21.19,47.63,LFB1E667XKJB16907
O,527,25.13,36.53,LFB1E607XKJB08430
G,526,34.31,47.95,LFB1E6079KJB14154
R,526,34.79,49.94,LFB1E6670KJB10677
S,526,33.24,47.94,LFB1E6073KJB12884
R,526,36.7,55.87,LFB1E6075KJB10490
S,526,56.8,80.96,LFB1E6674KJB17051
R,526,40.95,59.66,LFB1E6076KJB16024
O,526,20.66,29.11,LFB1E6071KJB14682
G,526,14.98,21.31,LFB1E6078KJB08331
S,525,36.85,67.97,LFB1E6074KJB11047
G,525,91.75,133.47,LFB1E6670KJB09285
R,525,31.22,46.07,LFB1E6073KJB10410
O,525,16.28,33.27,LFB1E6074KJB11534
S,525,29.56,42.47,LFB1E667XKJB17510
S,525,46.43,66.35,LFB1E6075KJB12935
S,525,27.37,35.67,LFB1E6073KJB11380
O,525,20.39,27.87,LFB1E6073KJB17387
O,525,18.64,27.39,LFB1E6670KJB14695
S,525,61.15,78.4,LFB1E6077KJB13682
G,525,44.89,63.93,LFB1E6078KJB10919
S,525,87.77,127.8,LFB1E6676KJB10215
R,525,40.74,58.79,LFB1E6677KJB11177
O,524,16.71,23.1,LFB1E6678KJB12421
S,524,38.92,55.6,LFB1E6671KJB09389
S,524,54.19,132,LFB1E6070KJB10204
G,524,65.89,47.55,LFB1E6673KJB13105
S,524,42.52,61.82,LFB1E6079KJB07964
S,524,56.96,3120.69,LFB1E607XKJB09318
R,524,43.49,62.57,LFB1E6077KJB06733
G,524,28.7,37,LFB1E6075KJB12529
S,524,66.57,96.63,LFB1E6679KJB10645
O,524,20.99,27.3,LFB1E6672KJB16920
S,524,55.99,80.85,LFB1E6678KJB12953
S,523,25.31,34.93,LFB1E6078KJB12976
r,523,29.23,55.91,LFB1E6678KJB07039
R,523,35.25,49.21,LFB1E6672KJB08638
G,523,42.72,28.26,LFB1E667XKJB10721
O,523,11.7,7.81,LFB1E6072KJB00693
O,523,18.26,25.29,LFB1E667XKJB13473
R,522,32.45,40.82,LFB1E6672KJB03598
S,522,22,23.87,LFB1E6077KJB07199
G,522,83.07,132.37,LFB1E667XKJB09696
R,522,28.19,34.08,LFB1E6076KJB04469
S,522,26.8,37.58,LFB1E6079KJB07334
G,522,55.72,80.47,LFB1E6078KJB10161
G,521,25.58,28.5,LFB1E6677KJB11566
S,521,40.66,55.06,LFB1E6677KJB07338
R,521,35.26,49.54,LFB1E6071KJB16254
G,521,86.8,128.26,LFB1E6672KJB17288
S,521,76.92,111.2,LFB1E6071KJB14651
G,521,67.12,96.39,LFB1E6675KJB07600
G,520,24.53,34.13,LFB1E6672KJB16173
G,520,34.46,44.76,LFB1E6670KJB09786
R,520,50.6,66.16,LFB1E6072KJB05022
S,520,74.24,109.1,LFB1E6075KJB15155
O,520,16.14,20.2,LFB1E6671KJB14009
S,520,38.64,55.02,LFB1E6078KJB10855
O,520,20.81,29.01,LFB1E607XKJB16284
O,520,15.94,20.95,LFB1E6076KJB01362
O,519,20,19.67,LFB1E6073KJB00590
G,519,62.8,90.24,LFB1E6070KJB10915
S,519,47.77,25.1,LFB1E6673KJB17154
G,519,35.86,50.76,LFB1E6078KJB12637
R,519,47.97,66.83,LFB1E6678KJB09387
S,519,34.01,31.04,LFB1E6072KJB07787
G,519,71.87,103.55,LFB1E6674KJB17034
R,519,45.21,62.74,LFB1E6671KJB13958
O,519,14.06,18.96,LFB1E6674KJB10178
O,518,24.93,34.45,LFB1E6075KJB15561
R,518,44.95,64.54,LFB1E6670KJB11229
R,518,52.41,67.53,LFB1E6679KJB05266
G,518,49.42,57.21,LFB1E6070KJB12888
R,518,33.63,56.41,LFB1E6076KJB03547
O,518,23.73,30.55,LFB1E6077KJB16095
R,518,50.76,52.74,LFB1E6078KJB08264
S,518,77.39,109.93,LFB1E6076KJB07663
S,518,32.76,47.62,LFB1E6675KJB11629
R,518,30.97,43.43,LFB1E6677KJB06609
O,518,22.48,31.4,LFB1E6674KJB16594
S,518,37.65,54.55,LFB1E6677KJB13558
O,517,16.01,21.41,LFB1E607XKJB06077
O,517,21.67,30.41,LFB1E6679KJB15439
O,517,29.56,41.08,LFB1E6679KJB12847
O,517,17.73,23.97,LFB1E6078KJB16848
S,517,43.6,59.82,LFB1E6074KJB07919
O,517,22.96,31.09,LFB1E6073KJB09435
S,517,92.86,133,LFB1E6672KJB10826
G,516,90.4,129.64,LFB1E6672KJB12768
S,516,42.9,58.62,LFB1E6670KJB13868
S,516,45.52,64.97,LFB1E6070KJB15967
O,516,31.44,43.4,LFB1E6074KJB16832
G,516,33.98,47.47,LFB1E6073KJB07569
R,516,37.21,54.1,LFB1E6073KJB07569
G,516,67.05,96.4,LFB1E6076KJB09543
S,516,64.21,88.42,LFB1E6676KJB06150
G,516,53.44,75.96,LFB1E6675KJB06236
O,516,17.88,24.74,LFB1E6674KJB16370
G,516,26.71,36.94,LFB1E6079KJB09391
O,516,16.2,21.42,LFB1E6675KJB09427
S,516,16.73,31.71,LFB1E6679KJB13027
S,516,24.9,34.54,LFB1E6075KJB14328
G,516,35.84,51.15,LFB1E6072KJB10334
O,516,24.91,34.52,LFB1E6078KJB11035
G,516,35.02,32.09,LFB1E6673KJB13413
R,515,33.6,47.92,LFB1E6071KJB07487
R,515,26.78,37.79,LFB1E6673KJB08390
G,515,80.44,114.92,LFB1E6671KJB11501
G,515,59.57,83.3,LFB1E6674KJB06924
O,515,20.17,19.71,LFB1E6075KJB00705
S,515,88.17,102.95,LFB1E6679KJB14243
S,515,50.79,72.36,LFB1E6679KJB13979
S,514,44.51,62.27,LFB1E6677KJB12863
G,514,73.88,105.6,LFB1E6074KJB07726
G,514,60.7,86.28,LFB1E6677KJB11213
S,514,31.99,44.62,LFB1E607XKJB09920
G,514,65.58,93.29,LFB1E6072KJB13234
G,514,83.14,114.1,LFB1E6673KJB06445
S,514,46.1,65.09,LFB1E6071KJB07263
R,514,28.48,39.7,LFB1E6679KJB08233
O,513,15.07,19.88,LFB1E6674KJB01285
R,513,49.47,68.93,LFB1E6671KJB14026
R,513,28.6,62.32,LFB1E6079KJB15286
S,513,46.18,56.3,LFB1E6670KJB11618
O,513,21.53,27.14,LFB1E6676KJB04088
S,513,58.61,74.72,LFB1E6077KJB09809
O,513,22.14,30.21,LFB1E6678KJB16114
O,513,18.63,108.61,LFB1E6070KJB17718
G,513,83.38,118.81,LFB1E6677KJB15441
G,513,82.84,117.76,LFB1E6679KJB13304
O,512,14.64,25.29,LFB1E6073KJB16451
G,512,45.89,70.42,LFB1E6673KJB06994
G,512,41.9,59.77,LFB1E6678KJB10541
R,512,32.19,45.88,LFB1E6677KJB15567
G,512,37.37,51.88,LFB1E6070KJB06864
O,512,17.88,23.77,LFB1E6071KJB01365
S,512,55.91,80.99,LFB1E6676KJB13065
S,512,38.99,55.46,LFB1E667XKJB10475
O,512,20.2,27.51,LFB1E6678KJB16291
S,511,75.19,106.26,LFB1E607XKJB13448
S,511,45.92,64.65,LFB1E6074KJB13638
S,511,31.12,43.58,LFB1E6076KJB07856
R,511,36.95,51.94,LFB1E6071KJB12561
S,511,26.29,36.01,LFB1E6677KJB13253
S,511,34.29,48.03,LFB1E6673KJB09295
R,511,31.64,44.11,LFB1E6078KJB15456
S,510,40.77,57.15,LFB1E6676KJB10828
R,510,56.31,61.03,LFB1E6073KJB04378
S,510,46.38,63.08,LFB1E607XKJB04071
G,510,79.75,112.23,LFB1E6677KJB13107
R,510,50.46,55.01,LFB1E6672KJB05531
O,510,21.15,27.56,LFB1E6672KJB08767
S,510,77.15,109.89,LFB1E6071KJB10860
S,510,70.94,191.79,LFB1E6073KJB10553
R,510,29.04,41.33,LFB1E6076KJB07355
G,509,78.45,112.21,LFB1E6071KJB06212
S,509,59.16,74.83,LFB1E6670KJB13384
S,509,77.83,24,LFB1E607XKJB07648
O,509,22.33,32.46,LFB1E6074KJB16569
G,509,43.97,61.99,LFB1E6676KJB12885
G,509,90.69,128.3,LFB1E6671KJB05472
R,509,35.23,49.33,LFB1E667XKJB08807
O,509,18.48,24.1,LFB1E6077KJB11110
G,509,43.02,63.83,LFB1E6078KJB13237
G,509,73.24,24.35,LFB1E6676KJB16158
R,509,51.53,73.34,LFB1E6670KJB10419
S,509,44.12,61.49,LFB1E6077KJB07249
G,508,64.72,90.65,LFB1E6074KJB07547
S,508,59.32,83.18,LFB1E6070KJB11062
S,508,45.23,64.39,LFB1E6677KJB14127
O,508,20.25,26.54,LFB1E6073KJB15610
G,508,21.39,29.23,LFB1E6673KJB15372
S,508,50.54,70.67,LFB1E6677KJB16234
S,508,55.62,78.64,LFB1E6078KJB15019
S,507,45.92,64.22,LFB1E6072KJB11905
G,507,68.2,96.24,LFB1E6677KJB08621
S,507,82.28,115.71,LFB1E6075KJB04575
S,507,57.45,80.83,LFB1E6673KJB14836
S,507,54.42,75.89,LFB1E6070KJB13832
G,507,34.74,57.55,LFB1E6674KJB08382
O,507,16.76,21.97,LFB1E6671KJB09313
S,507,51.88,74.02,LFB1E6678KJB13651
G,507,24.38,33.03,LFB1E6676KJB11672
S,506,90.81,127.29,LFB1E6070KJB06704
S,506,37.54,33.69,LFB1E607XKJB08508
O,506,27.46,37.21,LFB1E6073KJB17373
S,506,42.94,59.69,LFB1E6672KJB12625
S,506,41.84,58.35,LFB1E6675KJB08813
G,506,21.24,28.72,LFB1E6672KJB02418
R,506,56.41,79.25,LFB1E6679KJB10483
G,505,82.48,115.42,LFB1E6675KJB13915
R,505,40.64,56.27,LFB1E6074KJB07063
S,505,78.36,109.89,LFB1E6071KJB09675
S,505,42.35,58.25,LFB1E6076KJB10207
S,505,27.88,38.39,LFB1E6072KJB12262
O,504,22.88,30.49,LFB1E667XKJB16535
S,504,62.95,86.49,LFB1E6077KJB11317
S,504,36.67,50.37,LFB1E6073KJB14747
G,504,78.95,106,LFB1E6672KJB09191
O,504,12.64,16.37,LFB1E6677KJB01250
G,503,27.35,36.46,LFB1E6678KJB13875
R,503,39.53,54.64,LFB1E6679KJB12721
S,503,66.55,187.53,LFB1E6679KJB17420
G,503,33.05,43.71,LFB1E6075KJB15057
G,503,46.57,28.73,LFB1E6077KJB08157
O,503,21.37,28.77,LFB1E6676KJB16807
O,503,20.98,27.87,LFB1E6672KJB17288
S,503,47.96,116.59,LFB1E6674KJB12870
R,502,38.64,53.23,LFB1E6675KJB10416
S,502,56.65,78.28,LFB1E6679KJB13478
R,502,57.96,80.71,LFB1E667XKJB13375
S,502,78.82,108.97,LFB1E6678KJB12452
G,502,60.83,84.74,LFB1E6076KJB17822
G,502,56.95,79.44,LFB1E6673KJB12603
S,501,37.24,49.96,LFB1E6672KJB15086
O,501,18.1,23.89,LFB1E6079KJB14753
R,501,32.52,44.52,LFB1E6672KJB14391
G,501,50.41,114.66,LFB1E6076KJB06674
R,501,43.68,57.04,LFB1E6077KJB09261
S,501,23.38,31.45,LFB1E6673KJB13430
R,501,35.36,352.64,LFB1E6073KJB08284
O,501,20.6,27.61,LFB1E6071KJB14326
O,501,23.21,30.9,LFB1E6079KJB16843
O,501,11.82,15.03,LFB1E6672KJB16710
G,500,52.14,72.25,LFB1E6078KJB14128
G,500,28.92,39.64,LFB1E6074KJB16832
G,500,92.88,369.11,LFB1E6079KJB05941
S,500,46.94,56.85,LFB1E6070KJB12874
O,500,23.14,30.98,LFB1E6079KJB16194
G,499,73.75,102.2,LFB1E6677KJB05850
G,499,85.24,116.49,LFB1E6671KJB15077
S,499,13.69,5.13,LFB1E6671KJB15354
S,498,33.45,480.27,LFB1E6077KJB10961
S,498,29.85,40.76,LFB1E6673KJB14013
O,498,15.64,20.09,LFB1E6074KJB16619
O,498,18.56,24.29,LFB1E6679KJB11682
R,498,38.1,59.36,LFB1E6671KJB10252
O,498,19.22,24.61,LFB1E6077KJB15948
R,498,21.36,54.2,LFB1E6679KJB12136
R,498,40.78,44.61,LFB1E6671KJB03253
G,498,28.93,39.89,LFB1E6672KJB07893
G,498,43.87,60.57,LFB1E6678KJB14623
G,498,34.85,41.24,LFB1E6070KJB13085
G,498,71.82,96.52,LFB1E6071KJB15881
G,498,79.65,108.85,LFB1E6676KJB06939
G,498,24.64,33.11,LFB1E6673KJB15288
S,497,28.14,38.19,LFB1E6675KJB05507
R,497,29.58,40.43,LFB1E6679KJB11150
R,497,30.27,40.08,LFB1E6678KJB05646
S,497,32.78,30.74,LFB1E6072KJB14450
O,497,20.41,26.9,LFB1E6072KJB15260
G,497,78.02,107.49,LFB1E6678KJB13150
S,497,38.01,52.29,LFB1E607XKJB11117
S,497,61.74,85.1,LFB1E6674KJB03019
G,497,69.34,95.45,LFB1E6073KJB16658
G,496,29.54,40.66,LFB1E6671KJB14026
S,496,56.69,77.93,LFB1E6077KJB15870
S,496,26.49,35.92,LFB1E6678KJB12791
S,496,17.51,23.03,LFB1E6079KJB08466
S,496,65.27,89.9,LFB1E6078KJB03081
S,496,49.21,66.39,LFB1E6673KJB08602
S,496,30.25,41.16,LFB1E6073KJB14439
G,496,36.12,43.06,LFB1E667XKJB12002
G,495,51.21,70,LFB1E6675KJB08634
S,495,46.6,64.13,LFB1E6678KJB16808
R,495,43.9,50.24,LFB1E6078KJB02254
O,495,17.32,22.37,LFB1E6677KJB12068
G,495,49.44,64.15,LFB1E6071KJB14584
O,495,16.01,20.52,LFB1E6075KJB01367
S,495,47.82,65.48,LFB1E667XKJB08225
R,495,33.06,41.22,LFB1E6071KJB11801
O,494,26.01,34.46,LFB1E6071KJB16271
R,494,41.25,55.86,LFB1E6078KJB08779
G,494,36.72,49.85,LFB1E6077KJB15724
S,494,57.47,103.16,LFB1E6676KJB13633
G,494,64.75,87.64,LFB1E6675KJB10562
G,494,93.62,128.46,LFB1E6070KJB16035
O,494,29.11,38.81,LFB1E6670KJB15765
R,494,36.24,49.44,LFB1E6679KJB16509
R,494,56.68,78.1,LFB1E607XKJB12929
S,494,70.6,95.31,LFB1E6071KJB16352
S,494,53.01,102.42,LFB1E6671KJB10798
G,494,34.41,45.76,LFB1E6070KJB07190
O,494,18.45,23.37,LFB1E6670KJB01378
R,494,62.27,85.2,LFB1E6070KJB07898
S,494,36.74,42.31,LFB1E6674KJB06728
O,494,18.06,14.12,LFB1E6678KJB06425
S,494,41.49,38.19,LFB1E6678KJB10670
O,494,25.14,16,LFB1E6671KJB16715
G,494,50.23,60.56,LFB1E6674KJB10455
R,493,28.93,38.63,LFB1E6070KJB15211
G,493,43.58,55.73,LFB1E6070KJB05343
R,493,26.66,36.19,LFB1E6673KJB12651
O,493,20.67,27.42,LFB1E6676KJB15673
O,493,16.04,21.23,LFB1E6070KJB08047
O,493,26.01,34.14,LFB1E6072KJB16229
S,493,108.08,147.74,LFB1E6679KJB04909
S,493,84.87,130.34,LFB1E6673KJB05134
O,493,24.39,33.02,LFB1E6674KJB14795
O,493,18.7,23.5,LFB1E6679KJB13822
S,493,28.94,38.85,LFB1E6074KJB06947
G,493,52.24,65.94,LFB1E6070KJB07447
G,492,46.97,66.33,LFB1E6079KJB15949
S,492,43.96,60.31,LFB1E6074KJB10884
S,492,50.91,69.57,LFB1E6676KJB14877
R,492,39.68,53.17,LFB1E6071KJB14035
r,492,36.05,46.97,LFB1E6670KJB11733
O,492,22.15,30.5,LFB1E6075KJB18105
G,491,85.64,116.47,LFB1E6678KJB16789
G,491,56.68,75.57,LFB1E6076KJB12166
S,491,48.05,69.98,LFB1E6671KJB10087
S,491,27.49,7.12,LFB1E6674KJB13761
O,491,20.65,27.15,LFB1E6676KJB17150
R,491,35.55,47.98,LFB1E6071KJB05996
R,491,31.16,30.92,LFB1E6671KJB11241
O,491,16.01,1073.63,LFB1E6670KJB14650
O,491,29.23,38.07,LFB1E667XKJB15921
G,491,96.31,34.48,LFB1E6070KJB08999
S,490,62.58,118.95,LFB1E6077KJB05906
G,490,47.59,64.56,LFB1E6079KJB15286
S,490,45.59,60.32,LFB1E6673KJB08776
O,490,20.63,26.09,LFB1E6678KJB10099
G,490,29.62,38.9,LFB1E6670KJB12428
R,490,42.4,2024.23,LFB1E6676KJB07010
O,490,20.87,27.15,LFB1E667XKJB09925
S,490,72.75,97.1,LFB1E6676KJB12420
G,489,56.85,77.25,LFB1E667XKJB10542
R,489,27.39,36.15,LFB1E6677KJB11244
G,489,30.09,33.33,LFB1E6679KJB08992
R,489,30.06,34.38,LFB1E6076KJB14984
R,489,41.28,55.28,LFB1E6071KJB14195
S,489,40.55,54.38,LFB1E6679KJB08099
O,489,47.56,63.28,LFB1E6676KJB15656
G,489,22.81,29.83,LFB1E667XKJB16244
G,489,63.07,85.8,LFB1E6074KJB13624
G,489,49.48,65.39,LFB1E6674KJB16594
R,489,49.46,62.01,LFB1E6674KJB08141
S,489,60.8,81.43,LFB1E667XKJB11450
G,488,62.79,84.47,LFB1E6079KJB12646
S,488,39.18,52.47,LFB1E6078KJB04733
G,488,23.98,32.59,LFB1E6074KJB03238
G,488,56.84,77.2,LFB1E6079KJB15076
R,488,49.41,66.89,LFB1E6679KJB09656
G,488,65.11,45.83,LFB1E6070KJB03897
G,488,42.62,56.29,LFB1E6075KJB14300
R,488,43.86,58.84,LFB1E6077KJB13083
R,488,68.23,92.44,LFB1E6078KJB02819
G,488,24.09,31.83,LFB1E667XKJB14039
S,488,23.99,30.22,LFB1E6670KJB14874
S,488,49.58,58.13,LFB1E6679KJB11620
O,487,23.29,29.58,LFB1E6074KJB15258
G,487,57.96,78.85,LFB1E6675KJB09718
G,487,65.41,88.89,LFB1E6078KJB09270
G,487,47.67,64.06,LFB1E6673KJB08809
G,487,102.23,351.78,LFB1E6071KJB16738
G,487,24.76,47.39,LFB1E6679KJB08684
S,487,32.25,42.6,LFB1E6072KJB14304
S,487,29.25,38.54,LFB1E6672KJB15654
G,487,83.1,112.69,LFB1E6070KJB07898
G,487,67.88,90.94,LFB1E6673KJB03786
O,487,17.74,22.49,LFB1E6674KJB10973
G,487,40.73,48.34,LFB1E6672KJB09742
G,487,61.14,82.29,LFB1E6075KJB11669
G,487,74.33,100.48,LFB1E6079KJB08869
G,487,40.5,49.65,LFB1E6075KJB10974
R,486,49.8,52.88,LFB1E6670KJB04328
S,486,45.52,61.14,LFB1E6071KJB14388
G,486,15.78,19.81,LFB1E6079KJB08399
G,486,51.78,55.63,LFB1E6075KJB12904
S,486,56.84,75.17,LFB1E667XKJB09018
G,486,57.67,70.85,LFB1E6671KJB15662
G,486,67.21,34.8,LFB1E6070KJB06721
G,486,53.96,12.54,LFB1E6073KJB11203
S,486,47.77,63.06,LFB1E6072KJB05845
G,486,29.51,273.44,LFB1E6078KJB12704
O,486,15.76,20.1,LFB1E6078KJB02450
R,486,31.81,256.3,LFB1E6676KJB12580
R,486,22.04,29.24,LFB1E6672KJB13676
S,486,56.54,75.66,LFB1E6075KJB08934
R,485,19.73,26.99,LFB1E6071KJB06906
S,485,49.73,66.67,LFB1E6677KJB12376
S,485,27.15,24.71,LFB1E6076KJB13463
S,485,40.75,55.03,LFB1E607XKJB14227
G,485,86.24,116.16,LFB1E6075KJB14569
R,485,36.39,47.01,LFB1E6075KJB15057
R,485,52.18,66.16,LFB1E6079KJB07771
G,485,49.99,67.22,LFB1E6670KJB06080
S,484,95.63,13391.39,LFB1E6076KJB14855
G,484,53.22,66.82,LFB1E6672KJB13743
R,484,17.1,20.09,LFB1E6077KJB08594
R,484,29.35,39.87,LFB1E6670KJB13594
R,484,45.18,59.42,LFB1E6679KJB04912
S,484,64.4,86.44,LFB1E6676KJB14345
S,484,48.98,51.56,LFB1E6073KJB08544
G,484,51.13,65.93,LFB1E6675KJB10688
O,484,19.99,24.99,LFB1E6678KJB15951
S,484,57.06,76.06,LFB1E6674KJB07684
S,484,52.68,70.53,LFB1E6675KJB13560
S,484,23.2,28.27,LFB1E6670KJB06791
S,484,97.59,130.86,LFB1E6072KJB16327
S,483,39.32,140.36,LFB1E6675KJB06415
G,483,37.03,47.58,LFB1E607XKJB13174
G,483,73.59,96.94,LFB1E6674KJB17017
O,483,18.6,23.35,LFB1E6678KJB10829
R,483,40.07,51.52,LFB1E6078KJB06532
O,483,18.72,23.24,LFB1E6671KJB17556
S,483,33.57,41.06,LFB1E6674KJB08382
S,483,63.98,85.38,LFB1E6075KJB11025
G,483,38.06,58.54,LFB1E6077KJB14735
G,483,63.37,84.27,LFB1E6677KJB10708
S,482,88.9,206.94,LFB1E6076KJB11678
O,482,15.92,18.95,LFB1E6075KJB08299
O,482,35.27,53.84,LFB1E6675KJB16300
O,482,16.68,20.59,LFB1E6073KJB14683
G,482,73.28,190.04,LFB1E6678KJB10555
O,482,20.41,25.68,LFB1E6073KJB17230
S,482,92.68,124.34,LFB1E6073KJB06129
G,482,65.13,86.61,LFB1E6073KJB05434
G,482,54.7,72.13,LFB1E6673KJB15517
S,482,61.45,81.78,LFB1E6070KJB14933
S,481,78.43,104.64,LFB1E6079KJB15238
O,481,21.98,27.29,LFB1E6670KJB16074
O,481,19.2,25.71,LFB1E6671KJB03074
R,481,40.08,52.11,LFB1E667XKJB07091
S,481,80.02,109.78,LFB1E6673KJB10494
R,481,48.36,64.38,LFB1E6676KJB12661
S,481,43.97,54.19,LFB1E6076KJB12877
S,481,32.33,42.73,LFB1E6678KJB08076
O,481,16.05,21.15,LFB1E6074KJB11405
S,481,29.9,39.58,LFB1E6674KJB13517
