name,value,position,veh_series,avgOStime_min,avgOSmileage_km,vin
10%~20%,13,outside,HS5,1.99,3.31,LFB1E6071KJB07540
0~10%,3,outside,HS5,0.61,1,LFB1E6079KJB04515
20%~50%,25,outside,HS5,21.77,40.16,LFB1E6675KJB11419
50%~70%,1,outside,HS5,20.17,40,LFB1E6672KJB08347
0~10%,44,outside,HS5,0.98,1.57,LFB1E607XKJB06466
0~10%,1,outside,HS5,1.67,3,LFB1E6070KJB12986
10%~20%,1,outside,HS5,4.87,23,LFB1E6070KJB03897
50%~70%,3,outside,HS5,40.56,75.33,LFB1E6072KJB08048
0~10%,16,outside,HS5,0.73,1.19,LFB1E6073KJB07362
20%~50%,20,outside,HS5,18.36,33.5,LFB1E6079KJB04241
10%~20%,3,outside,HS5,2.17,4,LFB1E6078KJB11990
20%~50%,6,outside,HS5,17.75,31.33,LFB1E6679KJB04540
0~10%,10,outside,HS5,1.88,3.4,LFB1E6677KJB16234
0~10%,8,outside,HS5,1.19,1.88,LFB1E6673KJB10155
10%~20%,2,outside,HS5,2.37,4,LFB1E6070KJB07304
20%~50%,1,outside,HS5,0.17,0,LFB1E6079KJB02750
10%~20%,1,outside,HS5,0.83,2,LFB1E6077KJB11754
0~10%,4,outside,HS5,1.54,2.5,LFB1E6070KJB08503
20%~50%,6,outside,HS5,7.39,13.17,LFB1E6071KJB11099
50%~70%,2,outside,HS5,67.93,132,LFB1E6075KJB07332
10%~20%,7,outside,HS5,3.07,5.14,LFB1E6670KJB02207
0~10%,2,outside,HS5,0.27,0.5,LFB1E6072KJB07126
0~10%,3,outside,HS5,0.13,0.33,LFB1E6675KJB09721
70%+,1,outside,HS5,0.05,0,LFB1E667XKJB01808
0~10%,2,outside,HS5,0.34,0.5,LFB1E6670KJB03406
70%+,1,outside,HS5,102.1,208,LFB1E6070KJB09179
10%~20%,6,outside,HS5,2.94,5,LFB1E6077KJB03864
70%+,1,outside,HS5,0.15,0,LFB1E6079KJB07107
0~10%,6,outside,HS5,1.08,1.67,LFB1E6679KJB11875
10%~20%,5,outside,HS5,4.27,7.4,LFB1E6676KJB05418
20%~50%,1,outside,HS5,0.17,1,LFB1E6679KJB13092
0~10%,26,outside,HS5,3.17,5.58,LFB1E6671KJB12194
50%~70%,1,outside,HS5,13.67,26,LFB1E667XKJB08774
20%~50%,3,outside,HS5,23.94,42.67,LFB1E6072KJB05361
20%~50%,4,outside,HS5,14.5,27.75,LFB1E6073KJB10147
20%~50%,4,outside,HS5,8.33,16.5,LFB1E6071KJB11524
10%~20%,43,outside,HS5,4.98,8.98,LFB1E6674KJB15347
10%~20%,1,outside,HS5,8.15,13,LFB1E6070KJB06475
0~10%,27,outside,HS5,0.6,1.04,LFB1E6070KJB09165
0~10%,157,outside,HS5,1.1,1.83,LFB1E6670KJB04068
0~10%,10,outside,HS5,1.55,2.5,LFB1E667XKJB10346
20%~50%,3,outside,HS5,3.12,5.67,LFB1E6675KJB06107
20%~50%,12,outside,HS5,19.82,35.5,LFB1E6678KJB03475
0~10%,32,outside,HS5,0.77,1.31,LFB1E6679KJB05901
10%~20%,14,outside,HS5,1.43,2.43,LFB1E6671KJB05021
20%~50%,7,outside,HS5,1.6,2.86,LFB1E6073KJB02257
50%~70%,6,outside,HS5,21.48,44,LFB1E6672KJB15833
0~10%,4,outside,HS5,0.32,0.5,LFB1E6675KJB08892
0~10%,23,outside,HS5,3.53,5.7,LFB1E6670KJB02577
0~10%,6,outside,HS5,1.03,1.5,LFB1E6671KJB06220
20%~50%,4,outside,HS5,11.98,24,LFB1E6077KJB06845
10%~20%,19,outside,HS5,14.41,25.58,LFB1E6678KJB03072
0~10%,11,outside,HS5,2.27,3.73,LFB1E6673KJB11242
10%~20%,1,outside,HS5,0.17,0,LFB1E6077KJB12841
0~10%,2,outside,HS5,0.67,1,LFB1E6677KJB09431
20%~50%,3,outside,HS5,10.39,19,LFB1E667XKJB02182
10%~20%,73,outside,HS5,5.81,10.45,LFB1E6077KJB06442
0~10%,1,outside,HS5,2.5,3,LFB1E6673KJB03352
0~10%,48,outside,HS5,1.16,1.77,LFB1E6072KJB08213
0~10%,16,outside,HS5,1.52,2.56,LFB1E6072KJB06722
20%~50%,1,outside,HS5,0.32,0,LFB1E6071KJB04296
0~10%,2,outside,HS5,5.08,8.5,LFB1E6677KJB07940
50%~70%,2,outside,HS5,13.25,26.5,LFB1E6679KJB09401
20%~50%,21,outside,HS5,22.74,41.48,LFB1E6678KJB03900
10%~20%,23,outside,HS5,10.35,19,LFB1E6671KJB04192
0~10%,14,outside,HS5,0.83,1.36,LFB1E6079KJB04773
0~10%,13,outside,HS5,0.84,1.38,LFB1E6078KJB09933
0~10%,17,outside,HS5,1.61,2.59,LFB1E6678KJB12726
10%~20%,1,outside,HS5,5,8,LFB1E6671KJB10591
0~10%,47,outside,HS5,2.34,3.98,LFB1E6676KJB07704
20%~50%,3,outside,HS5,8.31,29.67,LFB1E607XKJB10338
20%~50%,1,outside,HS5,25.83,71,LFB1E6675KJB11677
0~10%,7,outside,HS5,0.78,1.29,LFB1E6678KJB06327
10%~20%,1,outside,HS5,0.17,0,LFB1E6674KJB16434
10%~20%,11,outside,HS5,2.63,4.45,LFB1E6073KJB09998
10%~20%,3,outside,HS5,20.06,36,LFB1E607XKJB13840
50%~70%,1,outside,HS5,9.72,24,LFB1E6671KJB08369
20%~50%,6,outside,HS5,8.39,13.5,LFB1E6071KJB06212
0~10%,22,outside,HS5,0.81,1.36,LFB1E6671KJB05391
10%~20%,2,outside,HS5,0.25,1,LFB1E6070KJB07562
20%~50%,9,outside,HS5,14.93,26.56,LFB1E6678KJB06053
0~10%,1,outside,HS5,1.7,2,LFB1E6072KJB15274
10%~20%,6,outside,HS5,6.64,11.83,LFB1E6675KJB08780
20%~50%,10,outside,HS5,18.45,35.8,LFB1E6678KJB12452
0~10%,1,outside,HS5,0.17,0,LFB1E6078KJB18485
10%~20%,11,outside,HS5,1.56,2.55,LFB1E667XKJB02344
20%~50%,10,outside,HS5,5.93,14.9,LFB1E6677KJB12216
0~10%,13,outside,HS5,1.42,2.62,LFB1E667XKJB11433
20%~50%,2,outside,HS5,17.33,31,LFB1E6071KJB04721
10%~20%,17,outside,HS5,6.43,11.12,LFB1E6676KJB07167
20%~50%,10,outside,HS5,26.91,50.6,LFB1E6677KJB04326
10%~20%,12,outside,HS5,4.38,9.5,LFB1E6071KJB10857
10%~20%,4,outside,HS5,13.68,23.75,LFB1E6673KJB08308
10%~20%,8,outside,HS5,1.9,3.25,LFB1E6077KJB09020
20%~50%,17,outside,HS5,8.17,15.12,LFB1E6675KJB05703
0~10%,3,outside,HS5,0.89,2,LFB1E6670KJB03664
10%~20%,2,outside,HS5,0.17,0.5,LFB1E6673KJB14707
10%~20%,6,outside,HS5,4.68,7.67,LFB1E6078KJB10399
10%~20%,20,outside,HS5,2.19,1.1,LFB1E6073KJB01450
10%~20%,23,outside,HS5,7.62,13.09,LFB1E6672KJB03004
10%~20%,22,outside,HS5,1.41,2.41,LFB1E6079KJB06152
10%~20%,12,outside,HS5,5.76,9.92,LFB1E6675KJB11839
20%~50%,34,outside,HS5,12.26,22.12,LFB1E6676KJB08092
20%~50%,48,outside,HS5,23.91,43.56,LFB1E6071KJB05383
0~10%,31,outside,HS5,1.07,1.94,LFB1E6672KJB04203
0~10%,9,outside,HS5,3.01,5.44,LFB1E6679KJB07650
0~10%,3,outside,HS5,22.67,39.33,LFB1E6678KJB15304
10%~20%,2,outside,HS5,0.42,1,LFB1E6673KJB15369
20%~50%,3,outside,HS5,3.63,7.33,LFB1E6675KJB12764
20%~50%,2,outside,HS5,52.31,126,LFB1E607XKJB05026
0~10%,1,outside,HS5,0.5,1,LFB1E6079KJB05860
0~10%,83,outside,HS5,1.06,1.76,LFB1E6678KJB07414
10%~20%,5,outside,HS5,5.37,9,LFB1E6078KJB10824
20%~50%,1,outside,HS5,1,2,LFB1E6677KJB03497
0~10%,1,outside,HS5,1.67,3,LFB1E6678KJB05923
20%~50%,13,outside,HS5,12.33,21.85,LFB1E6678KJB07140
0~10%,8,outside,HS5,1.21,1.88,LFB1E6670KJB14132
10%~20%,1,outside,HS5,0.17,0,LFB1E6674KJB17521
0~10%,2,outside,HS5,1.42,2.5,LFB1E667XKJB14011
10%~20%,6,outside,HS5,3.47,5.83,LFB1E667XKJB03431
20%~50%,15,outside,HS5,16.45,31.53,LFB1E6076KJB06867
10%~20%,6,outside,HS5,10.69,17.83,LFB1E6677KJB03094
20%~50%,2,outside,HS5,4.26,7,LFB1E6677KJB13303
10%~20%,52,outside,HS5,8.23,14.17,LFB1E6071KJB07036
0~10%,1,outside,HS5,0.17,1,LFB1E6071KJB16125
10%~20%,13,outside,HS5,1.29,2.15,LFB1E6676KJB08254
0~10%,4,outside,HS5,1.34,2.25,LFB1E6073KJB13257
0~10%,44,outside,HS5,0.99,1.7,LFB1E6072KJB06980
20%~50%,5,outside,HS5,0.5,0.2,LFB1E6671KJB00711
10%~20%,23,outside,HS5,9.41,17.09,LFB1E6071KJB05545
10%~20%,43,outside,HS5,8.25,14.09,LFB1E6675KJB08018
0~10%,3,outside,HS5,0.61,0.67,LFB1E6071KJB08235
50%~70%,4,outside,HS5,49.3,95.75,LFB1E667XKJB07608
20%~50%,12,outside,HS5,18.64,73,LFB1E6078KJB03999
0~10%,46,outside,HS5,0.95,1.59,LFB1E6678KJB06585
10%~20%,2,outside,HS5,15.92,28.5,LFB1E6070KJB11708
10%~20%,2,outside,HS5,1.72,7,LFB1E6677KJB11549
10%~20%,49,outside,HS5,4.39,8.61,LFB1E6673KJB07904
10%~20%,4,outside,HS5,4.83,8.5,LFB1E607XKJB09190
20%~50%,3,outside,HS5,7.22,12.67,LFB1E607XKJB10596
0~10%,25,outside,HS5,0.67,1.08,LFB1E6073KJB05367
10%~20%,2,outside,HS5,3.58,10.5,LFB1E6071KJB14097
10%~20%,12,outside,HS5,5.62,9.5,LFB1E6679KJB02142
20%~50%,1,outside,HS5,1.67,3,LFB1E6675KJB15342
50%~70%,1,outside,HS5,45.72,0,LFB1E6073KJB06714
20%~50%,1,outside,HS5,19.2,70,LFB1E6070KJB14124
10%~20%,11,outside,HS5,5.32,9.36,LFB1E667XKJB10492
20%~50%,6,outside,HS5,11.52,24.33,LFB1E6071KJB06470
0~10%,24,outside,HS5,0.82,1.25,LFB1E6677KJB12748
20%~50%,2,outside,HS5,15.49,27,LFB1E6073KJB05093
10%~20%,1,outside,HS5,0.4,1,LFB1E6674KJB16692
20%~50%,3,outside,HS5,22,38.33,LFB1E6677KJB12474
10%~20%,20,outside,HS5,5.92,10.75,LFB1E6078KJB05512
20%~50%,12,outside,HS5,15.72,28.17,LFB1E6070KJB06234
20%~50%,12,outside,HS5,14.16,25.08,LFB1E6677KJB06075
10%~20%,1,outside,HS5,0.33,1,LFB1E6078KJB11911
10%~20%,1,outside,HS5,0.17,0,LFB1E6670KJB14020
0~10%,51,outside,HS5,0.38,0.61,LFB1E6674KJB02422
10%~20%,1,outside,HS5,0.17,1,LFB1E6074KJB18449
20%~50%,5,outside,HS5,29.13,51.8,LFB1E607XKJB04622
50%~70%,5,outside,HS5,7.35,15.2,LFB1E6679KJB04828
10%~20%,26,outside,HS5,4.81,8.19,LFB1E6672KJB11152
20%~50%,1,outside,HS5,28.5,50,LFB1E6078KJB08068
20%~50%,6,outside,HS5,12.78,22.67,LFB1E6676KJB12238
20%~50%,2,outside,HS5,0.42,1,LFB1E6078KJB12976
10%~20%,15,outside,HS5,6.71,12.73,LFB1E607XKJB04359
10%~20%,4,outside,HS5,2.29,4,LFB1E6676KJB09341
20%~50%,1,outside,HS5,5.37,9,LFB1E6076KJB07954
0~10%,15,outside,HS5,1.72,2.67,LFB1E607XKJB13448
20%~50%,32,outside,HS5,14.84,27.47,LFB1E6078KJB06577
10%~20%,8,outside,HS5,3.29,5.75,LFB1E6675KJB05698
10%~20%,2,outside,HS5,0.41,0.5,LFB1E6070KJB10879
20%~50%,22,outside,HS5,15.22,26.95,LFB1E6075KJB09209
20%~50%,6,outside,HS5,0.87,1.33,LFB1E607XKJB13174
0~10%,1,outside,HS5,6,10,LFB1E6678KJB15562
0~10%,48,outside,HS5,2.32,4.13,LFB1E6674KJB03084
10%~20%,1,outside,HS5,0.17,1,LFB1E6071KJB06632
20%~50%,8,outside,HS5,7.03,13.88,LFB1E6070KJB13295
10%~20%,12,outside,HS5,6.02,10.25,LFB1E6677KJB14127
0~10%,1,outside,HS5,0.17,0,LFB1E6071KJB15721
20%~50%,4,outside,HS5,2.96,4.5,LFB1E6677KJB06500
0~10%,23,outside,HS5,0.67,1.17,LFB1E6675KJB06897
0~10%,8,outside,HS5,0.33,0.63,LFB1E6072KJB14108
0~10%,12,outside,HS5,0.93,1.58,LFB1E6671KJB10624
0~10%,4,outside,HS5,0.17,0,LFB1E6672KJB02970
20%~50%,3,outside,HS5,1.95,3,LFB1E6679KJB03632
0~10%,11,outside,HS5,2.44,4.18,LFB1E6678KJB07672
10%~20%,15,outside,HS5,6.64,11.07,LFB1E6675KJB07614
0~10%,10,outside,HS5,0.84,1.1,LFB1E6674KJB05000
0~10%,5,outside,HS5,4.68,7.8,LFB1E6675KJB08813
50%~70%,1,outside,HS5,58.33,117,LFB1E6075KJB12823
10%~20%,13,outside,HS5,10.78,19.15,LFB1E6076KJB09607
20%~50%,29,outside,HS5,24.05,43.62,LFB1E6073KJB06180
20%~50%,9,outside,HS5,11.96,20.44,LFB1E6671KJB10350
0~10%,30,outside,HS5,1.15,1.73,LFB1E6679KJB06059
20%~50%,1,outside,HS5,0.17,0,LFB1E6070KJB15211
10%~20%,72,outside,HS5,2.43,0,LFB1E6074KJB00520
20%~50%,7,outside,HS5,27.88,55.14,LFB1E607XKJB07200
10%~20%,2,outside,HS5,1.67,2.5,LFB1E6671KJB10087
10%~20%,44,outside,HS5,15.98,29.2,LFB1E6071KJB13693
10%~20%,9,outside,HS5,5.65,9.33,LFB1E6070KJB13457
0~10%,83,outside,HS5,1.52,2.52,LFB1E6676KJB05709
20%~50%,2,outside,HS5,1.58,3,LFB1E6679KJB10693
10%~20%,38,outside,HS5,6.81,11.68,LFB1E6673KJB09653
20%~50%,2,outside,HS5,30.24,54,LFB1E6078KJB09155
10%~20%,4,outside,HS5,3.21,5.5,LFB1E6070KJB11966
10%~20%,24,outside,HS5,1.76,3.42,LFB1E6671KJB12003
0~10%,5,outside,HS5,0.34,0.4,LFB1E6671KJB03396
0~10%,11,outside,HS5,0.99,1.73,LFB1E6675KJB09475
10%~20%,55,outside,HS5,7.97,13.75,LFB1E6070KJB05567
10%~20%,14,outside,HS5,3.16,5.36,LFB1E6071KJB09210
20%~50%,35,outside,HS5,9.3,14.71,LFB1E6670KJB00733
0~10%,6,outside,HS5,0.33,0.33,LFB1E6070KJB14656
20%~50%,4,outside,HS5,11.55,21,LFB1E6078KJB07664
10%~20%,5,outside,HS5,1.8,3.2,LFB1E607XKJB11845
10%~20%,17,outside,HS5,5.53,9.29,LFB1E6078KJB15151
0~10%,7,outside,HS5,3.35,5.43,LFB1E6677KJB08098
10%~20%,19,outside,HS5,4.38,7.58,LFB1E6679KJB10290
0~10%,10,outside,HS5,0.25,0.6,LFB1E6072KJB13279
20%~50%,15,outside,HS5,16.6,37.07,LFB1E6077KJB07428
0~10%,20,outside,HS5,2.32,4,LFB1E6074KJB10271
20%~50%,23,outside,HS5,8.39,14.96,LFB1E6075KJB08805
0~10%,36,outside,HS5,0.91,1.61,LFB1E667XKJB03039
0~10%,11,outside,HS5,0.66,1.18,LFB1E6070KJB06766
0~10%,6,outside,HS5,1.48,2.33,LFB1E6073KJB09032
10%~20%,19,outside,HS5,5.71,9.79,LFB1E6677KJB15214
20%~50%,5,outside,HS5,14.6,27,LFB1E6077KJB13827
0~10%,13,outside,HS5,1.1,2,LFB1E6072KJB03898
0~10%,4,outside,HS5,0.42,0.5,LFB1E6073KJB07541
0~10%,6,outside,HS5,1.39,2.17,LFB1E6671KJB11711
20%~50%,1,outside,HS5,1,1,LFB1E6070KJB12891
10%~20%,3,outside,HS5,1.78,3,LFB1E6677KJB13723
0~10%,2,outside,HS5,2.25,4,LFB1E607XKJB15197
20%~50%,27,outside,HS5,6.83,12.74,LFB1E6676KJB06097
0~10%,6,outside,HS5,0.39,0.83,LFB1E6679KJB13545
0~10%,4,outside,HS5,0.79,1,LFB1E6675KJB09900
20%~50%,1,outside,HS5,2.5,5,LFB1E6673KJB10060
10%~20%,5,outside,HS5,1.93,3.2,LFB1E6071KJB14780
10%~20%,10,outside,HS5,2.94,4.9,LFB1E6671KJB11174
50%~70%,1,outside,HS5,31.5,58,LFB1E6672KJB09188
0~10%,7,outside,HS5,0.33,0.71,LFB1E6672KJB02208
20%~50%,12,outside,HS5,18.35,34.33,LFB1E6670KJB11201
10%~20%,3,outside,HS5,8.61,15,LFB1E6070KJB16035
0~10%,58,outside,HS5,0.8,0.9,LFB1E6673KJB00953
10%~20%,11,outside,HS5,7.74,13.45,LFB1E607XKJB08024
0~10%,1,outside,HS5,0.67,1,LFB1E6070KJB17234
50%~70%,1,outside,HS5,92.35,192,LFB1E6672KJB07697
0~10%,34,outside,HS5,0.63,1.12,LFB1E6071KJB09580
10%~20%,65,outside,HS5,11.94,22.92,LFB1E6671KJB03284
0~10%,6,outside,HS5,1.58,2.67,LFB1E6678KJB05419
20%~50%,60,outside,HS5,13.49,26.53,LFB1E6670KJB03311
10%~20%,14,outside,HS5,5.56,9.43,LFB1E6675KJB09363
10%~20%,4,outside,HS5,5.42,9.5,LFB1E6674KJB17017
70%+,1,outside,HS5,9.33,22,LFB1E6671KJB06413
20%~50%,41,outside,HS5,2.06,4.17,LFB1E6675KJB02879
10%~20%,39,outside,HS5,7.15,12.28,LFB1E607XKJB12932
10%~20%,18,outside,HS5,10.58,18.28,LFB1E6670KJB03048
10%~20%,23,outside,HS5,4.72,9.43,LFB1E6070KJB06654
0~10%,51,outside,HS5,1.08,1.84,LFB1E6070KJB09344
20%~50%,1,outside,HS5,11.2,21,LFB1E6078KJB08751
20%~50%,8,outside,HS5,6,10.75,LFB1E6678KJB05145
10%~20%,12,outside,HS5,5.11,9,LFB1E6077KJB06196
10%~20%,29,outside,HS5,5.22,9.24,LFB1E6076KJB09865
50%~70%,1,outside,HS5,17.67,32,LFB1E6675KJB03076
0~10%,2,outside,HS5,0.17,0.5,LFB1E6078KJB17577
0~10%,4,outside,HS5,0.59,1,LFB1E607XKJB07732
10%~20%,40,outside,HS5,2.43,4.2,LFB1E6676KJB06259
20%~50%,19,outside,HS5,5.58,10.37,LFB1E6678KJB03654
20%~50%,3,outside,HS5,19.06,35.67,LFB1E6072KJB14092
10%~20%,2,outside,HS5,7.99,14.5,LFB1E6677KJB14810
0~10%,11,outside,HS5,0.4,0.64,LFB1E6072KJB04985
10%~20%,1,outside,HS5,7.33,13,LFB1E6677KJB03015
10%~20%,35,outside,HS5,3.02,5.71,LFB1E6077KJB06621
20%~50%,16,outside,HS5,1.9,5.81,LFB1E667XKJB02361
0~10%,6,outside,HS5,0.75,1.17,LFB1E6679KJB08233
20%~50%,1,outside,HS5,3,6,LFB1E6075KJB16953
10%~20%,7,outside,HS5,5.81,10,LFB1E6671KJB12261
10%~20%,3,outside,HS5,6.11,10.33,LFB1E6078KJB05008
20%~50%,3,outside,HS5,18.56,34,LFB1E6077KJB09177
20%~50%,6,outside,HS5,34.03,63.67,LFB1E6678KJB14122
0~10%,4,outside,HS5,0.25,0.75,LFB1E6671KJB13460
20%~50%,7,outside,HS5,5.3,8.86,LFB1E6676KJB09100
20%~50%,21,outside,HS5,13.43,25,LFB1E6077KJB07686
10%~20%,14,outside,HS5,7.5,12.79,LFB1E6671KJB04371
20%~50%,15,outside,HS5,28.14,51.47,LFB1E6070KJB04239
0~10%,31,outside,HS5,0.93,2.13,LFB1E6671KJB07061
10%~20%,4,outside,HS5,3.33,5.5,LFB1E6077KJB15173
10%~20%,9,outside,HS5,4.11,7,LFB1E6070KJB09232
20%~50%,28,outside,HS5,8.5,16.04,LFB1E6675KJB11856
50%~70%,1,outside,HS5,16.5,29,LFB1E6673KJB07031
0~10%,2,outside,HS5,1.75,3,LFB1E6072KJB15453
10%~20%,6,outside,HS5,1.06,1.67,LFB1E6670KJB10534
20%~50%,15,outside,HS5,15.45,29.8,LFB1E6678KJB12631
0~10%,6,outside,HS5,1,1.67,LFB1E6673KJB10592
10%~20%,7,outside,HS5,9.9,17.86,LFB1E6077KJB07283
20%~50%,2,outside,HS5,11.51,20,LFB1E6074KJB08827
10%~20%,26,outside,HS5,8.68,15.23,LFB1E6671KJB02880
10%~20%,46,outside,HS5,7.62,13.59,LFB1E6677KJB13981
0~10%,22,outside,HS5,0.8,1.36,LFB1E6072KJB09054
10%~20%,2,outside,HS5,10,17,LFB1E6077KJB13682
0~10%,81,outside,HS5,1.42,2.37,LFB1E6673KJB04193
0~10%,17,outside,HS5,8.94,16.88,LFB1E6671KJB05570
10%~20%,2,outside,HS5,0.33,0.5,LFB1E667XKJB10413
0~10%,7,outside,HS5,0.86,1.57,LFB1E6070KJB08940
0~10%,5,outside,HS5,0.28,1.2,LFB1E6670KJB11733
20%~50%,19,outside,HS5,7.39,34.11,LFB1E6679KJB11018
10%~20%,2,outside,HS5,19.5,33.5,LFB1E6676KJB07346
10%~20%,4,outside,HS5,4.54,7.5,LFB1E6078KJB12069
0~10%,4,outside,HS5,1.26,2.25,LFB1E6072KJB13962
0~10%,53,outside,HS5,1.63,2.83,LFB1E6672KJB10356
0~10%,32,outside,HS5,0.72,1.28,LFB1E6075KJB09999
20%~50%,51,outside,HS5,14.51,26.24,LFB1E6076KJB05959
10%~20%,80,outside,HS5,0.48,0.75,LFB1E6670KJB02644
0~10%,12,outside,HS5,0.96,1.67,LFB1E6072KJB07563
10%~20%,18,outside,HS5,6.87,11.83,LFB1E6071KJB04637
10%~20%,14,outside,HS5,6.26,0.21,LFB1E6677KJB00695
20%~50%,17,outside,HS5,22.43,42.29,LFB1E6670KJB05060
0~10%,48,outside,HS5,1.13,1.75,LFB1E6670KJB03843
50%~70%,2,outside,HS5,38.06,83,LFB1E6077KJB09969
0~10%,24,outside,HS5,0.83,1.54,LFB1E6678KJB07168
0~10%,38,outside,HS5,5.07,8.45,LFB1E6071KJB07327
0~10%,3,outside,HS5,0.44,1,LFB1E6676KJB08545
10%~20%,48,outside,HS5,12.22,21.35,LFB1E6079KJB06331
0~10%,43,outside,HS5,1.53,2.74,LFB1E6073KJB04459
0~10%,4,outside,HS5,1,1.5,LFB1E6675KJB08309
0~10%,3,outside,HS5,0.17,0.33,LFB1E6073KJB10858
20%~50%,12,outside,HS5,33.88,61.42,LFB1E6074KJB15888
10%~20%,36,outside,HS5,3.73,6.33,LFB1E6078KJB02688
20%~50%,5,outside,HS5,7.7,13.8,LFB1E6678KJB13293
20%~50%,1,outside,HS5,7.33,12,LFB1E6676KJB08271
20%~50%,18,outside,HS5,25.27,45.72,LFB1E6674KJB09788
20%~50%,2,outside,HS5,13.34,23,LFB1E6676KJB06780
20%~50%,3,outside,HS5,18.83,34.67,LFB1E6675KJB14434
10%~20%,37,outside,HS5,5.05,8.65,LFB1E667XKJB03185
20%~50%,5,outside,HS5,30.97,56,LFB1E6675KJB08035
0~10%,2,outside,HS5,0.18,0.5,LFB1E6670KJB12395
20%~50%,16,outside,HS5,23.04,42.06,LFB1E607XKJB01798
70%+,1,outside,HS5,1.35,0,LFB1E6077KJB00513
20%~50%,4,outside,HS5,17.76,33,LFB1E6077KJB08773
10%~20%,21,outside,HS5,10.2,17.71,LFB1E6071KJB11698
20%~50%,80,outside,HS5,14.41,27.61,LFB1E6675KJB06544
20%~50%,44,outside,HS5,21.37,42.57,LFB1E6677KJB05167
20%~50%,14,outside,HS5,16.14,29.71,LFB1E6070KJB05326
20%~50%,51,outside,HS5,12.96,23.06,LFB1E6076KJB08537
10%~20%,6,outside,HS5,3.03,5.33,LFB1E6075KJB09887
70%+,1,outside,HS5,68.5,137,LFB1E667XKJB04823
10%~20%,63,outside,HS5,4.7,8.21,LFB1E6670KJB05222
10%~20%,10,outside,HS5,3.25,5.6,LFB1E6672KJB10244
10%~20%,14,outside,HS5,3.2,6.71,LFB1E667XKJB05101
20%~50%,1,outside,HS5,0.17,0,LFB1E607XKJB03714
20%~50%,38,outside,HS5,14.23,25.63,LFB1E6072KJB02458
0~10%,78,outside,HS5,2.28,3.92,LFB1E6672KJB05044
10%~20%,15,outside,HS5,7.88,13.8,LFB1E6674KJB09810
10%~20%,24,outside,HS5,4.97,9.38,LFB1E6071KJB07215
0~10%,79,outside,HS5,0.99,1.65,LFB1E667XKJB06300
0~10%,3,outside,HS5,0.33,0.67,LFB1E6672KJB11443
10%~20%,111,outside,HS5,7.68,13.53,LFB1E6677KJB03273
0~10%,6,outside,HS5,0.78,1.17,LFB1E6678KJB16145
0~10%,2,outside,HS5,1.09,1.5,LFB1E6675KJB13879
10%~20%,4,outside,HS5,6.45,11,LFB1E6676KJB14832
10%~20%,28,outside,HS5,6.7,11.36,LFB1E6676KJB06942
0~10%,7,outside,HS5,0.31,0.86,LFB1E6672KJB03553
0~10%,21,outside,HS5,0.95,1.52,LFB1E6676KJB09632
50%~70%,2,outside,HS5,4.39,25.5,LFB1E6070KJB02541
0~10%,11,outside,HS5,0.55,0.82,LFB1E6674KJB02176
20%~50%,40,outside,HS5,11.32,22.48,LFB1E607XKJB04376
50%~70%,2,outside,HS5,39.33,81.5,LFB1E6676KJB02146
0~10%,15,outside,HS5,1.94,3.2,LFB1E6071KJB06923
10%~20%,95,outside,HS5,9.84,18.25,LFB1E6675KJB06706
0~10%,43,outside,HS5,1.05,1.72,LFB1E6073KJB05546
20%~50%,20,outside,HS5,13.12,23.5,LFB1E6678KJB14380
20%~50%,3,outside,HS5,33.78,58,LFB1E6076KJB09199
0~10%,5,outside,HS5,1.6,2.6,LFB1E6073KJB11945
50%~70%,1,outside,HS5,33.83,62,LFB1E6075KJB05516
0~10%,8,outside,HS5,1.88,3.13,LFB1E667XKJB13361
10%~20%,11,outside,HS5,4.62,8.55,LFB1E6676KJB15494
20%~50%,1,outside,HS5,0.17,0,LFB1E6073KJB05272
0~10%,30,outside,HS5,3.04,5.27,LFB1E6072KJB11709
20%~50%,3,outside,HS5,18.39,32.33,LFB1E6671KJB03043
20%~50%,4,outside,HS5,5.34,9.5,LFB1E6077KJB09860
10%~20%,27,outside,HS5,3.46,5.93,LFB1E6674KJB08981
20%~50%,4,outside,HS5,6.25,11.75,LFB1E6070KJB12812
0~10%,10,outside,HS5,0.85,1.4,LFB1E6071KJB09076
0~10%,12,outside,HS5,0.9,1.58,LFB1E667XKJB05471
10%~20%,16,outside,HS5,2.99,7.31,LFB1E607XKJB06029
20%~50%,5,outside,HS5,3.53,6.6,LFB1E6676KJB06018
0~10%,4,outside,HS5,0.92,1.75,LFB1E6070KJB15239
10%~20%,3,outside,HS5,3.71,6.67,LFB1E6079KJB08080
70%+,1,outside,HS5,3.17,7,LFB1E667XKJB05910
10%~20%,1,outside,HS5,4.22,20,LFB1E6072KJB11032
10%~20%,33,outside,HS5,5.19,9.27,LFB1E607XKJB04538
0~10%,37,outside,HS5,5.74,9.97,LFB1E607XKJB07228
0~10%,1,outside,HS5,0.17,1,LFB1E6073KJB16014
0~10%,4,outside,HS5,0.63,1,LFB1E6070KJB07349
20%~50%,6,outside,HS5,15.19,26.83,LFB1E6676KJB10926
70%+,2,outside,HS5,1.72,0,LFB1E6074KJB01487
50%~70%,1,outside,HS5,8.67,16,LFB1E6073KJB07555
0~10%,35,outside,HS5,1.24,1.97,LFB1E6672KJB06131
