veh_series,road,HiBeam,LowBeam,top,vin
HS5,O,0.58,44.43,45.01,LFB1E6677KJB11017
HS5,O,23.3,67.88,91.18,LFB1E6072KJB05327
HS5,O,20.33,52.83,73.16,LFB1E6674KJB10455
HS5,O,0.27,66.1,66.37,LFB1E6673KJB06350
HS5,O,0.62,49.16,49.78,LFB1E6674KJB12416
HS5,O,15.4,87.74,103.14,LFB1E6076KJB03676
HS5,O,12.4,30.27,42.67,LFB1E6670KJB09710
HS5,O,53.27,76.14,129.41,LFB1E6677KJB06660
HS5,O,2.6,33.51,36.11,LFB1E6071KJB03312
HS5,O,14.93,71.49,86.42,LFB1E6677KJB08621
HS5,O,8.38,61.29,69.67,LFB1E6074KJB11954
HS5,O,4.95,36.57,41.52,LFB1E6675KJB03076
HS5,O,0.27,20.24,20.51,LFB1E6671KJB15581
HS5,O,6.01,70.11,76.12,LFB1E6678KJB15500
HS5,O,4.47,19.26,23.73,LFB1E6071KJB04265
HS5,O,0,25,25,LFB1E6079KJB18253
HS5,O,0.15,50.64,50.79,LFB1E6675KJB05037
HS5,O,10.45,34.45,44.9,LFB1E6677KJB09574
HS5,O,0,60.29,60.29,LFB1E6074KJB16829
HS5,O,0.77,82.11,82.88,LFB1E6079KJB03932
HS5,O,4.35,67.07,71.42,LFB1E607XKJB03177
HS5,O,0.15,9.01,9.16,LFB1E6075KJB04575
HS5,O,15.35,57.09,72.44,LFB1E6075KJB06536
HS5,O,2.88,36.19,39.07,LFB1E6071KJB07179
HS5,O,1.38,33.54,34.92,LFB1E607XKJB05138
HS5,O,10.45,37.56,48.01,LFB1E6072KJB12097
HS5,O,2.4,41.33,43.73,LFB1E6079KJB06846
HS5,O,0,0,0,LFB1E6670KJB16480
HS5,O,7.53,43.08,50.61,LFB1E6673KJB17042
HS5,O,0,73.56,73.56,LFB1E6072KJB16019
HS5,O,0.73,35.15,35.88,LFB1E6670KJB18441
HS5,O,10.29,71.93,82.22,LFB1E6071KJB10082
HS5,O,15.01,36.61,51.62,LFB1E6677KJB15391
HS5,O,1.11,49.22,50.33,LFB1E6070KJB05164
HS5,O,0.16,35.17,35.33,LFB1E6677KJB17352
HS5,O,18.27,56,74.27,LFB1E6674KJB16790
HS5,O,7.46,45.43,52.89,LFB1E6077KJB04075
HS5,O,0.81,85.91,86.72,LFB1E607XKJB10002
HS5,O,3.84,25.74,29.58,LFB1E6075KJB11400
HS5,O,1.4,82.43,83.83,LFB1E6076KJB16329
HS5,O,17.67,63.91,81.58,LFB1E6679KJB11164
HS5,O,0.08,70.03,70.11,LFB1E6075KJB10392
HS5,O,23.02,49.26,72.28,LFB1E6070KJB08078
HS5,O,14.58,85.62,100.2,LFB1E6679KJB13125
HS5,O,0.2,37.47,37.67,LFB1E6074KJB08388
HS5,O,5.41,59.08,64.49,LFB1E6078KJB07745
HS5,O,0.12,36.22,36.34,LFB1E6671KJB13913
HS5,O,1.02,7.39,8.41,LFB1E6676KJB16290
HS5,O,35.61,52.51,88.12,LFB1E6673KJB06588
HS5,O,2.36,57,59.36,LFB1E6679KJB16039
HS5,O,1.27,16.35,17.62,LFB1E6075KJB17228
HS5,O,2.77,52.05,54.82,LFB1E6677KJB07906
HS5,O,4.37,35.23,39.6,LFB1E6673KJB08549
HS5,O,5.03,42.55,47.58,LFB1E6672KJB03620
HS5,O,7.52,40.5,48.02,LFB1E6677KJB06898
HS5,O,1.29,9.85,11.14,LFB1E607XKJB01509
HS5,O,60,60,120,LFB1E6671KJB16827
HS5,O,0.49,46.13,46.62,LFB1E6074KJB15213
HS5,O,23.52,62.77,86.29,LFB1E6672KJB06534
HS5,O,45.55,66.32,111.87,LFB1E6673KJB13413
HS5,O,18.26,49.35,67.61,LFB1E6670KJB12851
HS5,O,0.09,52.57,52.66,LFB1E6676KJB06844
HS5,O,3.99,69.83,73.82,LFB1E6670KJB14812
HS5,O,0,37.15,37.15,LFB1E6074KJB16166
HS5,O,0.15,34.16,34.31,LFB1E6076KJB10739
HS5,O,0.98,50.86,51.84,LFB1E6079KJB05230
HS5,O,14.72,60.43,75.15,LFB1E6677KJB13723
HS5,O,1.69,57.97,59.66,LFB1E6678KJB03430
HS5,O,3.11,10.54,13.65,LFB1E6670KJB15765
HS5,O,1.27,25.76,27.03,LFB1E6078KJB16476
HS5,O,0.5,27.64,28.14,LFB1E6676KJB07797
HS5,O,0,25,25,LFB1E6670KJB17726
HS5,O,0,72.22,72.22,LFB1E6671KJB05472
HS5,O,0,77.78,77.78,LFB1E607XKJB17290
HS5,O,0.61,15.7,16.31,LFB1E667XKJB03431
HS5,O,0.46,54.94,55.4,LFB1E6073KJB14151
HS5,O,11.36,31.08,42.44,LFB1E6072KJB08986
HS5,O,6.64,36.17,42.81,LFB1E6079KJB06183
HS5,O,13.49,30.95,44.44,LFB1E6677KJB16637
HS5,O,10.27,43.98,54.25,LFB1E6671KJB07433
HS5,O,0.31,51.45,51.76,LFB1E6073KJB16112
HS5,O,1.44,52.32,53.76,LFB1E6675KJB05782
HS5,O,2.72,62.94,65.66,LFB1E6676KJB12661
HS5,O,0,5.05,5.05,LFB1E6073KJB17065
HS5,O,13.07,47.89,60.96,LFB1E6678KJB07297
HS5,O,0.17,13.29,13.46,LFB1E6076KJB01345
HS5,O,20.87,74.79,95.66,LFB1E6071KJB08932
HS5,O,0.19,54.45,54.64,LFB1E6675KJB08696
HS5,O,7.21,34.96,42.17,LFB1E6070KJB10266
HS5,O,0,0,0,LFB1E6676KJB15575
HS5,O,1.17,53.84,55.01,LFB1E607XKJB07844
HS5,O,7.91,37.65,45.56,LFB1E6078KJB09043
HS5,O,9.66,46.72,56.38,LFB1E6677KJB07243
HS5,O,4.26,84.24,88.5,LFB1E6678KJB12161
HS5,O,15.33,53.16,68.49,LFB1E6674KJB06681
HS5,O,2.58,74.11,76.69,LFB1E6675KJB13560
HS5,O,13.42,44.64,58.06,LFB1E6674KJB08642
HS5,O,5.34,46.02,51.36,LFB1E6678KJB14122
HS5,O,0,7.72,7.72,LFB1E6670KJB09285
HS5,O,0.6,15.26,15.86,LFB1E6676KJB18489
HS5,O,0.05,11.26,11.31,LFB1E6679KJB01055
HS5,O,0,0,0,LFB1E6671KJB16164
HS5,O,10.74,38.96,49.7,LFB1E6075KJB02244
HS5,O,6.6,42.95,49.55,LFB1E6673KJB10737
HS5,O,2.36,27.48,29.84,LFB1E6672KJB05819
HS5,O,7.52,73.68,81.2,LFB1E6078KJB10886
HS5,O,0.27,47.02,47.29,LFB1E6677KJB08196
HS5,O,17.26,83.48,100.74,LFB1E6077KJB06781
HS5,O,0,26.39,26.39,LFB1E6678KJB15075
HS5,O,3.21,38.26,41.47,LFB1E6077KJB08742
HS5,O,0.4,17.92,18.32,LFB1E6675KJB16474
HS5,O,2.09,18.14,20.23,LFB1E6678KJB17036
HS5,O,11.1,35.72,46.82,LFB1E6073KJB10522
HS5,O,1.66,30.13,31.79,LFB1E667XKJB17037
HS5,O,6.25,43.75,50,LFB1E6071KJB17663
HS5,O,0.63,23.77,24.4,LFB1E6671KJB03804
HS5,O,7.01,62.78,69.79,LFB1E6676KJB06181
HS5,O,0.44,51.73,52.17,LFB1E6079KJB04515
HS5,O,3.03,17.18,20.21,LFB1E6073KJB11475
HS5,O,4.12,86.3,90.42,LFB1E6072KJB07370
HS5,O,1.55,64.49,66.04,LFB1E6679KJB16784
HS5,O,9.12,36.8,45.92,LFB1E607XKJB16575
HS5,O,0.04,78.53,78.57,LFB1E6072KJB09331
HS5,O,1.41,20.28,21.69,LFB1E6671KJB04757
HS5,O,1.32,20.76,22.08,LFB1E6075KJB17973
HS5,O,2.84,40.83,43.67,LFB1E6079KJB05468
HS5,O,5.45,26.43,31.88,LFB1E6078KJB02500
HS5,O,0,0,0,LFB1E607XKJB18536
HS5,O,0.54,18.56,19.1,LFB1E6670KJB17063
HS5,O,0.43,29.55,29.98,LFB1E6674KJB16420
HS5,O,0.87,81.29,82.16,LFB1E6079KJB07429
HS5,O,4.71,72.67,77.38,LFB1E6076KJB07680
HS5,O,14.21,88.13,102.34,LFB1E6677KJB00700
HS5,O,2.36,74.7,77.06,LFB1E6074KJB05104
HS5,O,1.44,46.57,48.01,LFB1E6073KJB14389
HS5,O,21.44,61.29,82.73,LFB1E6077KJB16520
HS5,O,13.26,65.14,78.4,LFB1E6673KJB03304
HS5,O,2.74,25.35,28.09,LFB1E6074KJB04096
HS5,O,0.25,72.03,72.28,LFB1E6676KJB13907
HS5,O,11.6,52.23,63.83,LFB1E6079KJB10332
HS5,O,3.33,20,23.33,LFB1E6070KJB18562
HS5,O,5.78,62.52,68.3,LFB1E6675KJB09041
HS5,O,17.93,53.47,71.4,LFB1E6670KJB03695
HS5,O,1.31,43.04,44.35,LFB1E6673KJB04257
HS5,O,5.26,60.4,65.66,LFB1E6078KJB06367
HS5,O,40.03,50.6,90.63,LFB1E6673KJB06218
HS5,O,3.88,31.57,35.45,LFB1E6671KJB10574
HS5,O,1.64,78.6,80.24,LFB1E6079KJB11285
HS5,O,19.5,72.73,92.23,LFB1E6671KJB12535
HS5,O,0,27.27,27.27,LFB1E6079KJB15207
HS5,O,30.85,86.17,117.02,LFB1E6678KJB11446
HS5,O,5.75,48.75,54.5,LFB1E6672KJB04203
HS5,O,0.48,74.11,74.59,LFB1E6674KJB07927
HS5,O,8.51,42.74,51.25,LFB1E6671KJB13488
HS5,O,8.8,57.47,66.27,LFB1E6678KJB13407
HS5,O,9.29,37.04,46.33,LFB1E6671KJB15449
HS5,O,45.16,59.94,105.1,LFB1E6676KJB04513
HS5,O,10.68,59.1,69.78,LFB1E6674KJB10830
HS5,O,11.14,45.55,56.69,LFB1E6672KJB07117
HS5,O,27.47,65.45,92.92,LFB1E6673KJB12035
HS5,O,13.78,26.1,39.88,LFB1E6078KJB12184
HS5,O,1.8,69.42,71.22,LFB1E6670KJB13434
HS5,O,22.95,75.56,98.51,LFB1E6072KJB04694
HS5,O,4.72,54.92,59.64,LFB1E6078KJB14145
HS5,O,0.7,15.87,16.57,LFB1E667XKJB01100
HS5,O,6.77,30.57,37.34,LFB1E6677KJB12345
HS5,O,9.8,61.29,71.09,LFB1E607XKJB13899
HS5,O,18.07,56.68,74.75,LFB1E6674KJB13744
HS5,O,0.41,56.85,57.26,LFB1E6671KJB05102
HS5,O,0,0.45,0.45,LFB1E6070KJB12972
HS5,O,0.85,48.04,48.89,LFB1E6671KJB04094
HS5,O,4.02,62.7,66.72,LFB1E6070KJB14933
HS5,O,4.29,28.08,32.37,LFB1E6076KJB06965
HS5,O,6.61,14.98,21.59,LFB1E6677KJB13298
HS5,O,31.47,61.24,92.71,LFB1E6670KJB16348
HS5,O,1.55,34.33,35.88,LFB1E6671KJB06055
HS5,O,0.27,50.23,50.5,LFB1E6675KJB05412
HS5,O,0,40,40,LFB1E6677KJB15259
HS5,O,42.55,66.16,108.71,LFB1E6071KJB04640
HS5,O,0.14,30.81,30.95,LFB1E6076KJB08926
HS5,O,0.38,21.23,21.61,LFB1E6679KJB03761
HS5,O,0.79,58.26,59.05,LFB1E6671KJB08016
HS5,O,0.15,46.06,46.21,LFB1E6070KJB15886
HS5,O,6.24,45.07,51.31,LFB1E6078KJB02738
HS5,O,0.43,25.78,26.21,LFB1E6071KJB06601
HS5,O,0,44.9,44.9,LFB1E6675KJB06365
HS5,O,0.52,33.21,33.73,LFB1E6679KJB05722
HS5,O,8.14,27.34,35.48,LFB1E6075KJB04950
HS5,O,0.2,24.68,24.88,LFB1E6077KJB14797
HS5,O,3.6,46.6,50.2,LFB1E6071KJB07554
HS5,O,0.15,46.17,46.32,LFB1E6670KJB04040
HS5,O,13.56,85.62,99.18,LFB1E6675KJB08326
HS5,O,5.82,77.79,83.61,LFB1E6670KJB06001
HS5,O,0.15,57.32,57.47,LFB1E6071KJB09515
HS5,O,0,0,0,LFB1E6077KJB18719
HS5,O,0.89,34.47,35.36,LFB1E667XKJB17782
HS5,O,0.07,16.98,17.05,LFB1E6073KJB01366
HS5,O,14.52,68.09,82.61,LFB1E6679KJB08636
HS5,O,3.6,35.71,39.31,LFB1E6675KJB09279
HS5,O,4.78,31.09,35.87,LFB1E607XKJB06466
HS5,O,0,1.43,1.43,LFB1E6676KJB16158
HS5,O,3.92,62.07,65.99,LFB1E607XKJB08427
HS5,O,1.72,20.35,22.07,LFB1E6674KJB06311
HS5,O,0,13.04,13.04,LFB1E6078KJB10516
HS5,O,0,31.23,31.23,LFB1E6070KJB06492
HS5,O,0.32,6.89,7.21,LFB1E6679KJB13500
HS5,O,3.08,67.64,70.72,LFB1E607XKJB11330
HS5,O,13.79,64.97,78.76,LFB1E6074KJB07810
HS5,O,0,71.82,71.82,LFB1E6670KJB10758
HS5,O,17.46,65.43,82.89,LFB1E6074KJB08763
HS5,O,0.54,10.12,10.66,LFB1E6679KJB16414
HS5,O,10.78,36.91,47.69,LFB1E6072KJB07000
HS5,O,0.46,18.46,18.92,LFB1E6675KJB17057
HS5,O,2.94,31.07,34.01,LFB1E6075KJB15642
HS5,O,29.67,63.28,92.95,LFB1E6073KJB11105
HS5,O,0,34.52,34.52,LFB1E6071KJB18246
HS5,O,0,24.12,24.12,LFB1E6075KJB17603
HS5,O,0,28.6,28.6,LFB1E6079KJB13991
HS5,O,20.91,27.32,48.23,LFB1E607XKJB16205
HS5,O,0.83,14.41,15.24,LFB1E6079KJB15952
HS5,O,9.53,61.29,70.82,LFB1E6076KJB07310
HS5,O,0.07,13.26,13.33,LFB1E6674KJB13081
HS5,O,7.81,82.63,90.44,LFB1E607XKJB15197
HS5,O,0.74,69.19,69.93,LFB1E6673KJB09877
HS5,O,29.11,35.06,64.17,LFB1E6070KJB14270
HS5,O,0,67.86,67.86,LFB1E6075KJB18556
HS5,O,5.26,41.34,46.6,LFB1E6674KJB00721
HS5,O,20.5,56.46,76.96,LFB1E6070KJB17184
HS5,O,3.84,48.28,52.12,LFB1E6077KJB17103
HS5,O,0.5,27.98,28.48,LFB1E6673KJB12780
HS5,O,0.01,14.47,14.48,LFB1E6078KJB04036
HS5,O,10.45,48.08,58.53,LFB1E6071KJB06839
HS5,O,21.23,60.53,81.76,LFB1E6672KJB07862
HS5,O,32.96,63.36,96.32,LFB1E6679KJB07020
HS5,O,0,0,0,LFB1E6074KJB18502
HS5,O,19.55,62.2,81.75,LFB1E6673KJB14741
HS5,O,0,0,0,LFB1E6077KJB16095
HS5,O,0.53,50.86,51.39,LFB1E6077KJB18056
HS5,O,0,0,0,LFB1E6673KJB16702
HS5,O,0,33.62,33.62,LFB1E6078KJB16851
HS5,O,2.22,68.67,70.89,LFB1E6673KJB15694
HS5,O,5.09,43.67,48.76,LFB1E6670KJB06239
HS5,O,0.49,25.11,25.6,LFB1E6078KJB18812
HS5,O,7.82,29.23,37.05,LFB1E6673KJB17655
HS5,O,0.33,18.16,18.49,LFB1E6071KJB11703
HS5,O,65.63,84.01,149.64,LFB1E6674KJB04588
HS5,O,0.06,56.77,56.83,LFB1E6075KJB09162
HS5,O,0,37.18,37.18,LFB1E6072KJB01410
HS5,O,0,22.82,22.82,LFB1E6677KJB17965
HS5,O,1.71,79.33,81.04,LFB1E6671KJB08761
HS5,O,31.24,58.88,90.12,LFB1E667XKJB06720
HS5,O,0,27.47,27.47,LFB1E6676KJB01174
HS5,O,0.1,48.75,48.85,LFB1E6678KJB07672
HS5,O,10.06,71.63,81.69,LFB1E6676KJB03135
HS5,O,27.57,54.2,81.77,LFB1E6077KJB06649
HS5,O,0,0,0,LFB1E6071KJB14617
HS5,O,1.43,13.99,15.42,LFB1E607XKJB11568
HS5,O,0.14,83.42,83.56,LFB1E6679KJB13738
HS5,O,2.86,45.05,47.91,LFB1E6678KJB09633
HS5,O,1.56,59.11,60.67,LFB1E6670KJB10095
HS5,O,11.51,46.26,57.77,LFB1E6072KJB04324
HS5,O,0,25,25,LFB1E6073KJB18393
HS5,O,2.13,27.37,29.5,LFB1E6676KJB04088
HS5,O,7.24,35.83,43.07,LFB1E6676KJB15950
HS5,O,0.32,21.27,21.59,LFB1E6070KJB10641
HS5,O,5.58,66.79,72.37,LFB1E667XKJB09634
HS5,O,15.97,87.77,103.74,LFB1E6070KJB12602
HS5,O,0.13,19.7,19.83,LFB1E6072KJB05277
HS5,O,3.2,58.87,62.07,LFB1E6676KJB06049
HS5,O,7.28,48.84,56.12,LFB1E6072KJB07238
HS5,O,28.69,43.71,72.4,LFB1E6673KJB08261
HS5,O,0.21,63.72,63.93,LFB1E6674KJB14327
HS5,O,0.17,79.69,79.86,LFB1E6074KJB12912
HS5,O,2.78,34,36.78,LFB1E6076KJB05587
HS5,O,0.05,52.97,53.02,LFB1E6070KJB15516
HS5,O,3.32,80.4,83.72,LFB1E6675KJB04034
HS5,O,15.16,81.77,96.93,LFB1E6073KJB06986
HS5,O,2.66,28.36,31.02,LFB1E6076KJB07548
HS5,O,8.46,33.76,42.22,LFB1E6674KJB09970
HS5,O,9.7,45.58,55.28,LFB1E6679KJB02383
HS5,O,36.44,50.55,86.99,LFB1E6076KJB09509
HS5,O,1.95,38.46,40.41,LFB1E6073KJB08947
HS5,O,1.36,71.35,72.71,LFB1E6072KJB11094
HS5,O,1.21,85.19,86.4,LFB1E6076KJB10451
HS5,O,5.64,31.66,37.3,LFB1E6679KJB06305
HS5,O,2.8,54.37,57.17,LFB1E6075KJB05533
HS5,O,28.04,48.32,76.36,LFB1E6072KJB13055
HS5,O,0,15.63,15.63,LFB1E6073KJB11850
HS5,O,1.38,57.81,59.19,LFB1E6071KJB08137
HS5,O,0.03,20.7,20.73,LFB1E6679KJB05297
HS5,O,1.1,43.48,44.58,LFB1E6672KJB09160
HS5,O,0.73,18.92,19.65,LFB1E6673KJB14979
HS5,O,0,50.37,50.37,LFB1E607XKJB16950
HS5,O,10.03,50.16,60.19,LFB1E607XKJB05088
HS5,O,0,3.65,3.65,LFB1E6076KJB13365
HS5,O,5.75,32.47,38.22,LFB1E6676KJB09470
HS5,O,12.49,24.26,36.75,LFB1E6079KJB06796
HS5,O,0,5.88,5.88,LFB1E6071KJB13001
HS5,O,1.59,23.97,25.56,LFB1E6678KJB04996
HS5,O,1.83,78.45,80.28,LFB1E6678KJB06957
HS5,O,21.02,63.74,84.76,LFB1E6070KJB07075
HS5,O,5.1,39.06,44.16,LFB1E6076KJB16279
HS5,O,0.59,71.1,71.69,LFB1E667XKJB04997
HS5,O,0.83,45.73,46.56,LFB1E6074KJB06432
HS5,O,6.14,53.14,59.28,LFB1E667XKJB06958
HS5,O,0.14,48.36,48.5,LFB1E6075KJB13311
HS5,O,19.26,42.41,61.67,LFB1E6079KJB11660
HS5,O,21.72,46.97,68.69,LFB1E6677KJB02981
HS5,O,6.93,87.57,94.5,LFB1E6074KJB07385
HS5,O,0.31,61.94,62.25,LFB1E6078KJB06742
HS5,O,35.04,64.68,99.72,LFB1E6677KJB04942
HS5,O,0.26,74,74.26,LFB1E6074KJB09346
HS5,O,0.06,5.61,5.67,LFB1E6671KJB01048
HS5,O,13.49,43.51,57,LFB1E6075KJB14264
HS5,O,0,0,0,LFB1E6672KJB17839
HS5,O,3.92,12.08,16,LFB1E6070KJB10879
HS5,O,30.74,47.18,77.92,LFB1E6078KJB07695
HS5,O,0,17.19,17.19,LFB1E6075KJB16225
HS5,O,5.59,70.19,75.78,LFB1E6673KJB07546
HS5,O,5.11,72.7,77.81,LFB1E6673KJB09507
HS5,O,0.24,55.44,55.68,LFB1E6079KJB14574
HS5,O,0,0,0,LFB1E6671KJB13863
HS5,O,3.62,29.21,32.83,LFB1E6677KJB05895
HS5,O,4.85,61.26,66.11,LFB1E6073KJB07331
HS5,O,0.77,30.98,31.75,LFB1E6075KJB17178
HS5,O,0.17,23.98,24.15,LFB1E6678KJB12774
HS5,O,9.07,72.34,81.41,LFB1E667XKJB12775
HS5,O,11.51,69.14,80.65,LFB1E6672KJB05531
HS5,O,1.6,33.15,34.75,LFB1E6073KJB08284
HS5,O,0.41,36.6,37.01,LFB1E6671KJB16777
HS5,O,17.33,76.77,94.1,LFB1E667XKJB14736
HS5,O,4.29,48.05,52.34,LFB1E6679KJB03629
HS5,O,2.73,53.91,56.64,LFB1E6075KJB02857
HS5,O,0,38.2,38.2,LFB1E6671KJB18738
HS5,O,4.06,49.69,53.75,LFB1E6075KJB04818
HS5,O,0,20.46,20.46,LFB1E6678KJB15688
HS5,O,6.03,80.42,86.45,LFB1E6078KJB14520
HS5,O,0.26,23.5,23.76,LFB1E6672KJB08445
HS5,O,3.25,93.74,96.99,LFB1E6673KJB13363
HS5,O,0,0,0,LFB1E6070KJB01485
HS5,O,0,15.58,15.58,LFB1E6670KJB14762
HS5,O,0.3,20.24,20.54,LFB1E6078KJB17434
HS5,O,0.75,6.84,7.59,LFB1E6670KJB16723
HS5,O,12.31,56.89,69.2,LFB1E6672KJB09398
HS5,O,6.45,68.62,75.07,LFB1E6676KJB08755
HS5,O,0,32.15,32.15,LFB1E6074KJB18077
HS5,O,3.53,46.6,50.13,LFB1E6074KJB01795
HS5,O,1.51,29.45,30.96,LFB1E6072KJB09944
HS5,O,9.82,33.34,43.16,LFB1E6079KJB07141
HS5,O,1,18.19,19.19,LFB1E6673KJB16277
HS5,O,19.56,55.79,75.35,LFB1E6071KJB10325
HS5,O,39.9,50.44,90.34,LFB1E6678KJB05341
HS5,O,61.9,71.43,133.33,LFB1E6670KJB17676
HS5,O,16.12,80.44,96.56,LFB1E6071KJB11278
HS5,O,0,11.74,11.74,LFB1E6677KJB16587
HS5,O,2.91,57.87,60.78,LFB1E6674KJB17986
HS5,O,7.92,41.07,48.99,LFB1E6672KJB14262
HS5,O,1.26,74.77,76.03,LFB1E6079KJB10945
HS5,O,2,64.51,66.51,LFB1E6675KJB09654
HS5,O,0.51,85.53,86.04,LFB1E6075KJB13549
HS5,O,0,13.61,13.61,LFB1E6674KJB10035
HS5,O,27.43,37.57,65,LFB1E607XKJB06841
HS5,O,0.55,15.31,15.86,LFB1E6676KJB16533
HS5,O,0.75,80.24,80.99,LFB1E6079KJB11898
HS5,O,18.17,67.33,85.5,LFB1E6672KJB17176
HS5,O,37.7,60.84,98.54,LFB1E6677KJB06240
HS5,O,0.11,56.7,56.81,LFB1E607XKJB07794
HS5,O,14,18.44,32.44,LFB1E6074KJB11534
HS5,O,11.32,51.3,62.62,LFB1E607XKJB09755
HS5,O,0.1,77.97,78.07,LFB1E667XKJB13120
HS5,O,0,53.04,53.04,LFB1E6072KJB18675
HS5,O,14.3,49.56,63.86,LFB1E6671KJB15161
HS5,O,0.82,50.63,51.45,LFB1E6070KJB14138
HS5,O,0,21.55,21.55,LFB1E6671KJB17122
HS5,O,0.31,73.15,73.46,LFB1E6073KJB07569
HS5,O,0,23.86,23.86,LFB1E667XKJB14073
HS5,O,10.03,56.87,66.9,LFB1E6675KJB15471
HS5,O,55.54,70.5,126.04,LFB1E6074KJB14448
HS5,O,12.34,58.54,70.88,LFB1E6077KJB09700
HS5,O,4.8,48.04,52.84,LFB1E6076KJB11034
HS5,O,0.66,29.45,30.11,LFB1E6071KJB18621
HS5,O,13.89,72.85,86.74,LFB1E6677KJB12958
HS5,O,5.25,59.92,65.17,LFB1E6676KJB09100
HS5,O,0.1,71.78,71.88,LFB1E6079KJB04465
HS5,O,1.7,27.94,29.64,LFB1E6672KJB10633
HS5,O,2.57,70.69,73.26,LFB1E6676KJB08092
HS5,O,31.48,68.72,100.2,LFB1E6075KJB07069
HS5,O,2.39,74.19,76.58,LFB1E6073KJB13386
HS5,O,0,62.57,62.57,LFB1E6671KJB06668
HS5,O,0,47.19,47.19,LFB1E6674KJB16370
HS5,O,10.6,88.54,99.14,LFB1E6676KJB10943
HS5,O,43.26,62.54,105.8,LFB1E6079KJB07379
HS5,O,0.3,18.03,18.33,LFB1E6078KJB02450
HS5,O,7.05,50.82,57.87,LFB1E6674KJB18331
HS5,O,3.31,79.64,82.95,LFB1E6078KJB04411
HS5,O,16.46,52.6,69.06,LFB1E6076KJB09591
HS5,O,19.65,67.56,87.21,LFB1E6678KJB05579
HS5,O,15.58,40.93,56.51,LFB1E6074KJB05054
HS5,O,1.37,50.95,52.32,LFB1E6671KJB08629
HS5,O,1.16,67.75,68.91,LFB1E6670KJB02692
HS5,O,6.36,54.3,60.66,LFB1E6077KJB16470
HS5,O,11.22,67.59,78.81,LFB1E6675KJB06978
HS5,O,0.05,81.66,81.71,LFB1E6672KJB15508
HS5,O,5.74,32.12,37.86,LFB1E6670KJB06614
HS5,O,0.79,30.59,31.38,LFB1E6078KJB07325
HS5,O,9.15,47.41,56.56,LFB1E6070KJB10509
HS5,O,29.28,74.94,104.22,LFB1E6673KJB06168
HS5,O,0.63,27.82,28.45,LFB1E667XKJB10444
HS5,O,0.21,25.87,26.08,LFB1E6674KJB06924
HS5,O,27.74,61.11,88.85,LFB1E667XKJB12405
HS5,O,3.61,39.05,42.66,LFB1E6675KJB13803
HS5,O,4.94,14.53,19.47,LFB1E6671KJB16407
HS5,O,6.75,51.4,58.15,LFB1E6672KJB04153
HS5,O,6.78,50.11,56.89,LFB1E6072KJB10009
HS5,O,0.47,39.44,39.91,LFB1E6678KJB15318
HS5,O,1.82,29.74,31.56,LFB1E6675KJB14756
HS5,O,0.93,18.61,19.54,LFB1E667XKJB13358
HS5,O,7.41,7.41,14.82,LFB1E6078KJB13142
HS5,O,14.23,68.45,82.68,LFB1E6072KJB03691
HS5,O,44.54,68.57,113.11,LFB1E6670KJB12431
HS5,O,38.02,63.58,101.6,LFB1E607XKJB12896
HS5,O,0,26.44,26.44,LFB1E6071KJB17906
HS5,O,2.98,37.99,40.97,LFB1E6078KJB15103
HS5,O,0.02,79.29,79.31,LFB1E6674KJB10780
HS5,O,5.01,49.33,54.34,LFB1E6670KJB13384
HS5,O,0,72.16,72.16,LFB1E607XKJB14857
HS5,O,2.33,61.1,63.43,LFB1E6677KJB13303
HS5,O,0.08,19.35,19.43,LFB1E6078KJB14095
HS5,O,7.59,61.85,69.44,LFB1E6677KJB12295
HS5,O,33.46,44.37,77.83,LFB1E6076KJB05962
HS5,O,0,9.52,9.52,LFB1E6078KJB16056
HS5,O,33.58,51.54,85.12,LFB1E607XKJB16818
HS5,O,3.74,50.5,54.24,LFB1E6676KJB07377
HS5,O,0.04,56,56.04,LFB1E6070KJB13930
HS5,O,0.28,62.58,62.86,LFB1E6074KJB01425
HS5,O,5.67,84.37,90.04,LFB1E6674KJB13694
HS5,O,8.59,53.57,62.16,LFB1E6070KJB04029
HS5,O,0,0,0,LFB1E6670KJB17306
HS5,O,4.03,28.4,32.43,LFB1E6072KJB08566
HS5,O,0.22,82.86,83.08,LFB1E6077KJB12841
HS5,O,0.74,21.77,22.51,LFB1E6670KJB16298
HS5,O,11.69,53.71,65.4,LFB1E6671KJB07013
HS5,O,0,17.39,17.39,LFB1E6677KJB16217
HS5,O,8.67,53.97,62.64,LFB1E6074KJB04339
HS5,O,1.79,5.74,7.53,LFB1E6071KJB04590
HS5,O,0.64,24.48,25.12,LFB1E6674KJB17616
HS5,O,80,80,160,LFB1E6070KJB16844
HS5,O,1.65,52.82,54.47,LFB1E6076KJB08876
HS5,O,3.76,59.61,63.37,LFB1E607XKJB04510
HS5,O,1.3,52.21,53.51,LFB1E6078KJB02688
HS5,O,0,19.35,19.35,LFB1E6077KJB17716
HS5,O,1.84,48.04,49.88,LFB1E6679KJB07633
HS5,O,0.59,20.76,21.35,LFB1E6676KJB13194
HS5,O,0,17.14,17.14,LFB1E6671KJB10817
HS5,O,0,0,0,LFB1E6079KJB11528
HS5,O,45.99,64.47,110.46,LFB1E607XKJB05463
HS5,O,3.7,36.59,40.29,LFB1E6075KJB06861
HS5,O,48.56,78.44,127,LFB1E6071KJB09465
