veh_series,road,HiBeam,LowBeam,top,vin
HS5,G,12.84,32.59,45.43,LFB1E6073KJB00587
HS5,G,95.93,97.62,193.55,LFB1E6072KJB15615
HS5,G,4.72,49.95,54.67,LFB1E6073KJB02548
HS5,G,0.24,40.87,41.11,LFB1E6674KJB05532
HS5,G,0,0,0,LFB1E607XKJB07648
HS5,G,21.74,82.61,104.35,LFB1E6071KJB09689
HS5,G,0,70,70,LFB1E6678KJB11012
HS5,G,12.5,51.72,64.22,LFB1E6670KJB06175
HS5,G,0,70.62,70.62,LFB1E667XKJB11013
HS5,G,0,100,100,LFB1E6070KJB06721
HS5,G,7.18,86.83,94.01,LFB1E6670KJB08136
HS5,G,15.84,48.09,63.93,LFB1E6677KJB05086
HS5,G,4.04,15.85,19.89,LFB1E6675KJB12411
HS5,G,0,0.93,0.93,LFB1E6677KJB07047
HS5,G,55.8,86.46,142.26,LFB1E6671KJB15015
HS5,G,15.66,71.6,87.26,LFB1E6075KJB09999
HS5,G,20.88,78.57,99.45,LFB1E6677KJB09008
HS5,G,20.53,82.7,103.23,LFB1E6071KJB14553
HS5,G,0,43.9,43.9,LFB1E6070KJB09635
HS5,G,12.96,51.24,64.2,LFB1E6079KJB01405
HS5,G,0,25,25,LFB1E6077KJB08546
HS5,G,25.31,57.18,82.49,LFB1E6676KJB05032
HS5,G,15.71,89.59,105.3,LFB1E6674KJB09399
HS5,G,0.98,15.75,16.73,LFB1E6074KJB07984
HS5,G,0,100,100,LFB1E6074KJB09945
HS5,G,0,13.04,13.04,LFB1E6073KJB11279
HS5,G,0,100,100,LFB1E6077KJB14363
HS5,G,0,100,100,LFB1E6077KJB16324
HS5,G,7.39,38.44,45.83,LFB1E6071KJB07120
HS5,G,1.14,23.78,24.92,LFB1E6078KJB03257
HS5,G,63.94,88.18,152.12,LFB1E6679KJB06241
HS5,G,0,0,0,LFB1E6072KJB12939
HS5,G,0.12,64.54,64.66,LFB1E607XKJB04071
HS5,G,5.05,72.87,77.92,LFB1E6071KJB08073
HS5,G,34.75,85.5,120.25,LFB1E6075KJB07430
HS5,G,0.06,30.76,30.82,LFB1E6679KJB08202
HS5,G,0,0,0,LFB1E6079KJB07740
HS5,G,19.12,35.95,55.07,LFB1E6075KJB08383
HS5,G,12.1,77.25,89.35,LFB1E6070KJB04998
HS5,G,0,0,0,LFB1E6675KJB10688
HS5,G,0,42.86,42.86,LFB1E6070KJB06959
HS5,G,18.11,74.66,92.77,LFB1E6678KJB07901
HS5,G,3.96,44.94,48.9,LFB1E667XKJB07902
HS5,G,0,0,0,LFB1E6078KJB11035
HS5,G,55.29,87.72,143.01,LFB1E6678KJB08854
HS5,G,7.78,87.82,95.6,LFB1E6072KJB05506
HS5,G,0,22.84,22.84,LFB1E6070KJB11823
HS5,G,1.03,10.5,11.53,LFB1E6075KJB16161
HS5,G,33.33,100,133.33,LFB1E6677KJB12149
HS5,G,0,90.29,90.29,LFB1E6674KJB13548
HS5,G,0,100,100,LFB1E6673KJB09443
HS5,G,21.2,73.79,94.99,LFB1E6675KJB05216
HS5,G,71.03,91.38,162.41,LFB1E6676KJB10134
HS5,G,1.79,32.14,33.93,LFB1E6077KJB13648
HS5,G,0,0,0,LFB1E667XKJB14672
HS5,G,17.83,34.35,52.18,LFB1E6679KJB03565
HS5,G,7.81,82.5,90.31,LFB1E6075KJB02793
HS5,G,8.73,19.02,27.75,LFB1E6071KJB05397
HS5,G,76.4,80,156.4,LFB1E6679KJB05526
HS5,G,18.66,47.74,66.4,LFB1E6075KJB06715
HS5,G,0,87.99,87.99,LFB1E6071KJB07358
HS5,G,0,0,0,LFB1E6076KJB12586
HS5,G,6.67,26.67,33.34,LFB1E6677KJB15570
HS5,G,44.16,94.12,138.28,LFB1E6674KJB06115
HS5,G,33.33,66.67,100,LFB1E6070KJB05343
HS5,G,18.99,71.09,90.08,LFB1E6079KJB07978
HS5,G,0,0,0,LFB1E6073KJB15946
HS5,G,27.12,61.36,88.48,LFB1E6070KJB07304
HS5,G,8.33,82.69,91.02,LFB1E6679KJB11343
HS5,G,18.01,58.62,76.63,LFB1E6075KJB10571
HS5,G,3.36,51.53,54.89,LFB1E6673KJB03853
HS5,G,0.13,60.59,60.72,LFB1E6671KJB09280
HS5,G,0,84.06,84.06,LFB1E6674KJB09029
HS5,G,60,78,138,LFB1E6679KJB13304
HS5,G,16.7,93.91,110.61,LFB1E6071KJB13175
HS5,G,25.04,67.07,92.11,LFB1E6079KJB10881
HS5,G,14.73,34.15,48.88,LFB1E6678KJB08191
HS5,G,12.3,62.5,74.8,LFB1E6675KJB09590
HS5,G,1.88,33.33,35.21,LFB1E6679KJB14257
HS5,G,0,0,0,LFB1E667XKJB08192
HS5,G,2.64,26.52,29.16,LFB1E6074KJB08567
HS5,G,0,100,100,LFB1E6079KJB15756
HS5,G,21.02,44.89,65.91,LFB1E6076KJB07114
HS5,G,0,0,0,LFB1E6070KJB14074
HS5,G,33.33,61.65,94.98,LFB1E667XKJB13957
HS5,G,60.26,100,160.26,LFB1E6078KJB11780
HS5,G,1.37,82.96,84.33,LFB1E6076KJB08067
HS5,G,0.12,99.96,100.08,LFB1E6671KJB15998
HS5,G,0,0,0,LFB1E6076KJB10918
HS5,G,33.53,39.36,72.89,LFB1E6672KJB07666
HS5,G,5.52,85.87,91.39,LFB1E6670KJB03129
HS5,G,29.8,64.34,94.14,LFB1E6673KJB14545
HS5,G,0,0.8,0.8,LFB1E6670KJB15944
HS5,G,0,100,100,LFB1E6673KJB16506
HS5,G,32.22,68.42,100.64,LFB1E6676KJB07976
HS5,G,0,11.95,11.95,LFB1E6676KJB09937
HS5,G,0,100,100,LFB1E6673KJB15498
HS5,G,8,20,28,LFB1E6070KJB04628
HS5,G,0,100,100,LFB1E6071KJB11507
HS5,G,0,100,100,LFB1E6671KJB07612
HS5,G,0,0,0,LFB1E667XKJB04563
HS5,G,0,100,100,LFB1E6679KJB10628
HS5,G,1.84,19.22,21.06,LFB1E6074KJB04938
HS5,G,0,0,0,LFB1E6075KJB11817
HS5,G,0,100,100,LFB1E6072KJB04128
HS5,G,0.61,30.03,30.64,LFB1E6675KJB08875
HS5,G,49.42,66.67,116.09,LFB1E6678KJB09437
HS5,G,20.01,57.7,77.71,LFB1E6673KJB07112
HS5,G,28.12,31.5,59.62,LFB1E6078KJB07261
HS5,G,0,20,20,LFB1E6670KJB08511
HS5,G,0,66.67,66.67,LFB1E6078KJB09222
HS5,G,5.69,39.92,45.61,LFB1E6677KJB05461
HS5,G,0,3.57,3.57,LFB1E6079KJB16101
HS5,G,17.24,60,77.24,LFB1E6674KJB06860
HS5,G,13.04,54.63,67.67,LFB1E6678KJB12340
HS5,G,0,33.33,33.33,LFB1E6077KJB11317
HS5,G,4.81,85.36,90.17,LFB1E607XKJB08976
HS5,G,0,13.8,13.8,LFB1E6673KJB08065
HS5,G,0.4,62.55,62.95,LFB1E6074KJB10755
HS5,G,0.01,66.22,66.23,LFB1E6674KJB08821
HS5,G,9.52,69.97,79.49,LFB1E6074KJB12716
HS5,G,50,50,100,LFB1E6671KJB14382
HS5,G,33.33,66.67,100,LFB1E667XKJB12341
HS5,G,0,75.71,75.71,LFB1E6077KJB06960
HS5,G,2.52,62.9,65.42,LFB1E6678KJB13293
HS5,G,0,66.67,66.67,LFB1E6077KJB08921
HS5,G,9.34,32.25,41.59,LFB1E6674KJB09774
HS5,G,22.74,80.89,103.63,LFB1E667XKJB13294
HS5,G,17.65,84.35,102,LFB1E6672KJB08011
HS5,G,37.24,65.25,102.49,LFB1E6079KJB02733
HS5,G,16.67,50,66.67,LFB1E6071KJB15881
HS5,G,14.93,32.11,47.04,LFB1E607XKJB13840
HS5,G,0,100,100,LFB1E6079KJB03686
HS5,G,5.76,73.35,79.11,LFB1E6079KJB05647
HS5,G,12.81,41.89,54.7,LFB1E6671KJB04936
HS5,G,0,83.33,83.33,LFB1E6073KJB13615
HS5,G,17.6,50.19,67.79,LFB1E6072KJB09510
HS5,G,14.35,54.01,68.36,LFB1E6676KJB09274
HS5,G,0,34.92,34.92,LFB1E6076KJB13169
HS5,G,0,66.67,66.67,LFB1E6076KJB09820
HS5,G,27.27,48.52,75.79,LFB1E6674KJB15591
HS5,G,0.06,100,100.06,LFB1E6672KJB12768
HS5,G,0,100,100,LFB1E6670KJB03874
HS5,G,36.19,100,136.19,LFB1E6077KJB17652
HS5,G,15.63,62.5,78.13,LFB1E6670KJB05835
HS5,G,0,0,0,LFB1E6074KJB07189
HS5,G,0,31.55,31.55,LFB1E6078KJB06546
HS5,G,7.5,55.26,62.76,LFB1E6673KJB05389
HS5,G,0,71.93,71.93,LFB1E607XKJB07360
HS5,G,50,50,100,LFB1E6676KJB15091
HS5,G,0,0,0,LFB1E607XKJB09321
HS5,G,0,0,0,LFB1E6678KJB11625
HS5,G,3.96,49.67,53.63,LFB1E6078KJB07499
HS5,G,41.44,67.74,109.18,LFB1E6670KJB06788
HS5,G,0.03,88.86,88.89,LFB1E6671KJB13667
HS5,G,10.38,47.55,57.93,LFB1E667XKJB11626
HS5,G,7.12,80.98,88.1,LFB1E6073KJB05174
HS5,G,0,16.22,16.22,LFB1E6073KJB07135
HS5,G,25.47,79.7,105.17,LFB1E6072KJB03920
HS5,G,0,0,0,LFB1E667XKJB12579
HS5,G,0,100,100,LFB1E6678KJB14539
HS5,G,0,0,0,LFB1E6073KJB08088
HS5,G,6.09,81.15,87.24,LFB1E6670KJB13613
HS5,G,5.16,32.12,37.28,LFB1E6072KJB06834
HS5,G,8.27,28.14,36.41,LFB1E6073KJB10939
HS5,G,3.95,55.19,59.14,LFB1E6079KJB04031
HS5,G,62.79,77.16,139.95,LFB1E6677KJB12524
HS5,G,18.07,60.43,78.5,LFB1E6672KJB08249
HS5,G,13.33,73.33,86.66,LFB1E6078KJB15277
HS5,G,0,100,100,LFB1E6670KJB14566
HS5,G,37.47,83.86,121.33,LFB1E6676KJB06598
HS5,G,0.52,36.36,36.88,LFB1E6072KJB07787
HS5,G,18.12,70.91,89.03,LFB1E6675KJB03630
HS5,G,2.08,47.81,49.89,LFB1E6071KJB10129
HS5,G,3.19,52.54,55.73,LFB1E6072KJB09748
HS5,G,17.99,67.44,85.43,LFB1E6672KJB11152
HS5,G,20.14,79.85,99.99,LFB1E667XKJB03185
HS5,G,0.38,61.64,62.02,LFB1E6678KJB05145
HS5,G,24.69,79.6,104.29,LFB1E667XKJB05146
HS5,G,16.8,41.06,57.86,LFB1E6675KJB06544
HS5,G,5.67,13.06,18.73,LFB1E6671KJB07187
HS5,G,48.94,71.04,119.98,LFB1E6679KJB05901
HS5,G,16.6,68.99,85.59,LFB1E6071KJB05772
HS5,G,0,56.02,56.02,LFB1E6678KJB07106
HS5,G,2.29,29,31.29,LFB1E6678KJB06098
HS5,G,12.23,54.18,66.41,LFB1E6071KJB07733
HS5,G,92.72,100,192.72,LFB1E6679KJB04893
HS5,G,0,100,100,LFB1E6072KJB14612
HS5,G,3.64,81.86,85.5,LFB1E6678KJB08059
HS5,G,12.58,100,112.58,LFB1E667XKJB06099
HS5,G,22.02,63.02,85.04,LFB1E6670KJB05172
HS5,G,29.73,40.38,70.11,LFB1E6070KJB11028
HS5,G,15.59,68.71,84.3,LFB1E667XKJB10010
HS5,G,33.33,42.9,76.23,LFB1E6671KJB14012
HS5,G,0,0,0,LFB1E607XKJB07598
HS5,G,1.07,24.95,26.02,LFB1E6073KJB04459
HS5,G,20.94,65.11,86.05,LFB1E6677KJB08005
HS5,G,0,11.9,11.9,LFB1E6070KJB06671
HS5,G,38.1,57.14,95.24,LFB1E6074KJB11338
HS5,G,23.06,45.5,68.56,LFB1E6674KJB07443
HS5,G,0,0,0,LFB1E6072KJB18479
HS5,G,9.95,85.89,95.84,LFB1E6674KJB08396
HS5,G,17.6,53.39,70.99,LFB1E6074KJB06981
HS5,G,0,100,100,LFB1E6675KJB15275
HS5,G,17.76,23.57,41.33,LFB1E6074KJB08942
HS5,G,35.25,69.05,104.3,LFB1E6070KJB09585
HS5,G,31.23,51.54,82.77,LFB1E6071KJB16464
HS5,G,2.01,57.51,59.52,LFB1E6072KJB06171
HS5,G,0.17,60.87,61.04,LFB1E6072KJB08132
HS5,G,0,38.46,38.46,LFB1E6674KJB13260
HS5,G,22.22,50,72.22,LFB1E6073KJB12237
HS5,G,21.2,63.09,84.29,LFB1E6675KJB02915
HS5,G,0,0,0,LFB1E6671KJB05519
HS5,G,35.96,61.13,97.09,LFB1E6672KJB10437
HS5,G,0,100,100,LFB1E6070KJB16410
HS5,G,0,44.17,44.17,LFB1E6077KJB13360
HS5,G,3.59,14.46,18.05,LFB1E6078KJB02254
HS5,G,7.27,83.86,91.13,LFB1E6072KJB11936
HS5,G,5.99,54.81,60.8,LFB1E6670KJB03504
HS5,G,84.46,90.23,174.69,LFB1E6071KJB07070
HS5,G,10.42,78.25,88.67,LFB1E6679KJB06191
HS5,G,36.41,73.65,110.06,LFB1E6079KJB10086
HS5,G,0,7.27,7.27,LFB1E6674KJB03814
HS5,G,30.75,52.15,82.9,LFB1E6670KJB04457
HS5,G,0.15,48.58,48.73,LFB1E6072KJB12889
HS5,G,0,79.34,79.34,LFB1E6075KJB07380
HS5,G,6.18,86.82,93,LFB1E6078KJB07129
HS5,G,0,6.31,6.31,LFB1E6673KJB15873
HS5,G,44.14,72.7,116.84,LFB1E6678KJB12208
HS5,G,0.12,14.58,14.7,LFB1E6079KJB07690
HS5,G,0,50,50,LFB1E6674KJB06728
HS5,G,0,16.97,16.97,LFB1E6675KJB11646
HS5,G,1.31,78.59,79.9,LFB1E6672KJB03004
HS5,G,1.59,55.53,57.12,LFB1E667XKJB05891
HS5,G,43.87,80.23,124.1,LFB1E6077KJB06828
HS5,G,0.47,67.59,68.06,LFB1E6676KJB03314
HS5,G,2.2,92.31,94.51,LFB1E6679KJB13917
HS5,G,0,66.84,66.84,LFB1E607XKJB11747
HS5,G,14.43,24.7,39.13,LFB1E6071KJB13788
HS5,G,1.38,43.91,45.29,LFB1E6676KJB04267
HS5,G,8.28,61.19,69.47,LFB1E6670KJB12235
HS5,G,3.24,75.48,78.72,LFB1E6072KJB05456
HS5,G,0.1,20.89,20.99,LFB1E6677KJB11146
HS5,G,0,74.16,74.16,LFB1E6674KJB10584
HS5,G,0,75.56,75.56,LFB1E6677KJB13107
HS5,G,23.69,86.61,110.3,LFB1E6076KJB05766
HS5,G,0,100,100,LFB1E6076KJB07727
HS5,G,0,59.4,59.4,LFB1E6673KJB09393
HS5,G,0,100,100,LFB1E6077KJB13598
HS5,G,2.99,15.01,18,LFB1E6075KJB03751
HS5,G,0,0,0,LFB1E6077KJB15559
HS5,G,0,38.25,38.25,LFB1E6074KJB14997
HS5,G,39.27,60.17,99.44,LFB1E6675KJB07127
HS5,G,0,100,100,LFB1E6072KJB13234
HS5,G,0,28.43,28.43,LFB1E6071KJB08316
HS5,G,18.61,53.75,72.36,LFB1E6679KJB07437
HS5,G,17.51,39.14,56.65,LFB1E6075KJB06665
HS5,G,24.02,78.43,102.45,LFB1E607XKJB07228
HS5,G,17.15,28.08,45.23,LFB1E6070KJB04340
HS5,G,50.34,77.75,128.09,LFB1E6674KJB05112
HS5,G,0,30,30,LFB1E6673KJB17171
HS5,G,0,33.93,33.93,LFB1E6079KJB06975
HS5,G,0.71,100,100.71,LFB1E6072KJB16148
HS5,G,19.71,79.28,98.99,LFB1E6079KJB08936
HS5,G,25.45,64.58,90.03,LFB1E6076KJB14497
HS5,G,2.13,61.94,64.07,LFB1E6075KJB09579
HS5,G,19.29,84.62,103.91,LFB1E6679KJB10340
HS5,G,12.5,100,112.5,LFB1E6073KJB16904
HS5,G,0,14.49,14.49,LFB1E6070KJB07254
HS5,G,2.86,60.54,63.4,LFB1E6674KJB08026
HS5,G,14.81,25.93,40.74,LFB1E6071KJB14133
HS5,G,29.2,53.41,82.61,LFB1E6079KJB09889
HS5,G,0,60.74,60.74,LFB1E607XKJB13045
HS5,G,0,0,0,LFB1E6679KJB15215
HS5,G,0,48.22,48.22,LFB1E6673KJB05764
HS5,G,32.85,62.37,95.22,LFB1E6076KJB04150
HS5,G,0,74.38,74.38,LFB1E6678KJB10992
HS5,G,0,41.31,41.31,LFB1E6679KJB16168
HS5,G,0.03,89.24,89.27,LFB1E6078KJB09835
HS5,G,0,0,0,LFB1E6079KJB14753
HS5,G,2.26,74.84,77.1,LFB1E6673KJB08678
HS5,G,0.42,100,100.42,LFB1E6678KJB12953
HS5,G,0,0,0,LFB1E6070KJB13071
HS5,G,0,93.1,93.1,LFB1E6079KJB16714
HS5,G,12.5,50,62.5,LFB1E667XKJB10993
HS5,G,0.07,31.97,32.04,LFB1E6076KJB07064
HS5,G,12.01,66.26,78.27,LFB1E6677KJB08988
HS5,G,21.03,72.6,93.63,LFB1E6073KJB08463
HS5,G,0,0,0,LFB1E6678KJB15867
HS5,G,0,44.25,44.25,LFB1E6673KJB13542
HS5,G,0,25,25,LFB1E6672KJB08624
HS5,G,100,100,200,LFB1E6677KJB13852
HS5,G,2.06,59.44,61.5,LFB1E6076KJB12829
HS5,G,43.01,76.95,119.96,LFB1E6674KJB03389
HS5,G,0,4.17,4.17,LFB1E6670KJB15894
HS5,G,0,0,0,LFB1E6677KJB15813
HS5,G,0,67.16,67.16,LFB1E6071KJB10504
HS5,G,1.57,43.25,44.82,LFB1E6079KJB07320
HS5,G,2.24,56.55,58.79,LFB1E667XKJB03560
HS5,G,3.82,71.86,75.68,LFB1E6678KJB05520
HS5,G,0,0,0,LFB1E6675KJB12229
HS5,G,16.67,66.67,83.34,LFB1E6677KJB16766
HS5,G,0,55.56,55.56,LFB1E6672KJB12480
HS5,G,22.27,41.7,63.97,LFB1E667XKJB05521
HS5,G,0,0,0,LFB1E6678KJB08434
HS5,G,7.42,86.8,94.22,LFB1E607XKJB10369
HS5,G,0,74.5,74.5,LFB1E6074KJB06849
HS5,G,16.67,75,91.67,LFB1E6676KJB14751
HS5,G,0.13,75.64,75.77,LFB1E6075KJB13728
HS5,G,0.63,75.14,75.77,LFB1E6674KJB10214
HS5,G,62.23,70.77,133,LFB1E6070KJB11403
HS5,G,38.84,82.94,121.78,LFB1E6673KJB07062
HS5,G,4.39,63.16,67.55,LFB1E6674KJB11167
HS5,G,69.24,78.88,148.12,LFB1E6070KJB10395
HS5,G,7.59,92.23,99.82,LFB1E607XKJB07973
HS5,G,21.29,77.9,99.19,LFB1E6673KJB09023
HS5,G,2.57,54.41,56.98,LFB1E6670KJB08461
HS5,G,0,70.59,70.59,LFB1E6076KJB06349
HS5,G,23.69,64.79,88.48,LFB1E6678KJB12290
HS5,G,0.87,0.87,1.74,LFB1E6674KJB08771
HS5,G,3.41,48.8,52.21,LFB1E6677KJB09333
HS5,G,2.17,58.09,60.26,LFB1E6071KJB04024
HS5,G,66.67,66.67,133.34,LFB1E6678KJB14251
HS5,G,0,25,25,LFB1E6077KJB13228
HS5,G,82.2,94.14,176.34,LFB1E667XKJB12291
HS5,G,0,0,0,LFB1E667XKJB16213
HS5,G,0,100,100,LFB1E6078KJB12976
HS5,G,0,0,0,LFB1E6679KJB15960
HS5,G,44.15,100,144.15,LFB1E6073KJB12612
HS5,G,23.63,45.96,69.59,LFB1E6679KJB06059
HS5,G,0,20.83,20.83,LFB1E607XKJB15751
HS5,G,0,50,50,LFB1E6071KJB17792
HS5,G,10.99,34.13,45.12,LFB1E6079KJB04644
HS5,G,0,8.44,8.44,LFB1E6676KJB08271
HS5,G,0,70.35,70.35,LFB1E6672KJB10812
HS5,G,0,3.84,3.84,LFB1E6076KJB12166
HS5,G,27.19,35.08,62.27,LFB1E6075KJB07248
HS5,G,11.51,75.89,87.4,LFB1E6075KJB09209
HS5,G,6.86,55.36,62.22,LFB1E6671KJB06847
HS5,G,25.05,84.31,109.36,LFB1E6672KJB11765
HS5,G,3.9,61.24,65.14,LFB1E6678KJB03797
HS5,G,39.02,50.59,89.61,LFB1E667XKJB03798
HS5,G,2.93,14.62,17.55,LFB1E6079KJB09519
HS5,G,23.59,87.08,110.67,LFB1E6074KJB05233
HS5,G,14.83,36.02,50.85,LFB1E6673KJB03433
HS5,G,4.84,44.09,48.93,LFB1E6074KJB06186
HS5,G,11.48,46.88,58.36,LFB1E6671KJB11711
HS5,G,9.59,24.18,33.77,LFB1E6078KJB06496
HS5,G,0,43.7,43.7,LFB1E6678KJB10622
HS5,G,0,21.64,21.64,LFB1E6677KJB05704
HS5,G,2.74,26.1,28.84,LFB1E6673KJB08308
HS5,G,0,0.17,0.17,LFB1E667XKJB10623
HS5,G,3.28,100,103.28,LFB1E6671KJB12664
HS5,G,0,42.86,42.86,LFB1E6677KJB06657
HS5,G,30.83,38.11,68.94,LFB1E6671KJB14625
HS5,G,0,90.54,90.54,LFB1E6672KJB04332
HS5,G,0,54.5,54.5,LFB1E6678KJB13536
HS5,G,2.95,49.27,52.22,LFB1E6670KJB08699
HS5,G,0,0,0,LFB1E6074KJB13011
HS5,G,0,0,0,LFB1E6073KJB07085
HS5,G,8.92,59.68,68.6,LFB1E6672KJB05285
HS5,G,17.09,46.47,63.56,LFB1E6672KJB07246
HS5,G,0,71.31,71.31,LFB1E6673KJB14125
HS5,G,0.46,46.31,46.77,LFB1E6073KJB10889
HS5,G,39.17,76.44,115.61,LFB1E6070KJB02247
HS5,G,9.88,94.45,104.33,LFB1E6674KJB03019
HS5,G,0,61.71,61.71,LFB1E6677KJB12474
HS5,G,24.73,89.93,114.66,LFB1E6678KJB02181
HS5,G,12.38,80.23,92.61,LFB1E6677KJB14435
HS5,G,0,0,0,LFB1E6674KJB13873
HS5,G,17.54,57.45,74.99,LFB1E6072KJB08745
HS5,G,0,25.96,25.96,LFB1E6674KJB15834
HS5,G,0,0,0,LFB1E6673KJB17039
HS5,G,0.12,19.26,19.38,LFB1E6678KJB04142
HS5,G,1.34,58.82,60.16,LFB1E667XKJB02182
HS5,G,21.15,89.58,110.73,LFB1E6679KJB10208
HS5,G,11.25,22.21,33.46,LFB1E6074KJB04518
HS5,G,12.4,41.66,54.06,LFB1E6678KJB06103
HS5,G,0,12.82,12.82,LFB1E6671KJB08145
HS5,G,6.02,75.27,81.29,LFB1E6676KJB12420
HS5,G,0,0,0,LFB1E667XKJB06104
HS5,G,3.21,33.87,37.08,LFB1E6678KJB05095
HS5,G,0,16.67,16.67,LFB1E6672KJB15024
HS5,G,29.87,70,99.87,LFB1E6675KJB06494
HS5,G,15.68,78.46,94.14,LFB1E6676KJB13373
HS5,G,14.29,71.43,85.72,LFB1E6675KJB08455
HS5,G,3.54,74.11,77.65,LFB1E667XKJB09018
HS5,G,37.3,70.92,108.22,LFB1E6677KJB03080
HS5,G,0,1.23,1.23,LFB1E6677KJB05041
HS5,G,0,30.56,30.56,LFB1E6074KJB10335
HS5,G,25.51,83.17,108.68,LFB1E6674KJB06440
HS5,G,10.7,76.81,87.51,LFB1E6674KJB08401
HS5,G,9.22,62.77,71.99,LFB1E6672KJB03617
HS5,G,22.22,88.89,111.11,LFB1E6077KJB08501
HS5,G,25.27,42.08,67.35,LFB1E6675KJB14272
HS5,G,0,87.41,87.41,LFB1E6673KJB11449
HS5,G,0,28.13,28.13,LFB1E6670KJB12848
HS5,G,0,0,0,LFB1E6679KJB16543
HS5,G,0,33.24,33.24,LFB1E6073KJB12187
HS5,G,41.67,75,116.67,LFB1E6679KJB17496
HS5,G,0,0,0,LFB1E6072KJB08082
HS5,G,4.92,65.72,70.64,LFB1E6671KJB05469
HS5,G,8.22,44.32,52.54,LFB1E6675KJB04826
HS5,G,0.95,41.99,42.94,LFB1E6073KJB14148
HS5,G,79.94,100,179.94,LFB1E6070KJB16360
HS5,G,0.14,78.41,78.55,LFB1E6676KJB11705
HS5,G,0,91.92,91.92,LFB1E6672KJB12348
HS5,G,6.66,47.73,54.39,LFB1E6073KJB09791
HS5,G,3.47,46.49,49.96,LFB1E6672KJB14309
HS5,G,0,44.44,44.44,LFB1E6077KJB17232
HS5,G,0,0,0,LFB1E6676KJB12658
HS5,G,7.5,54.83,62.33,LFB1E6676KJB14619
HS5,G,0,52.52,52.52,LFB1E6670KJB05415
HS5,G,33.33,51.48,84.81,LFB1E6078KJB06126
HS5,G,0.04,6.12,6.16,LFB1E6677KJB04326
HS5,G,11.16,82.22,93.38,LFB1E6070KJB04953
HS5,G,7.65,60.71,68.36,LFB1E6078KJB07079
HS5,G,82.23,91.14,173.37,LFB1E6674KJB05725
HS5,G,14.02,16.4,30.42,LFB1E6678KJB11205
HS5,G,0,27.8,27.8,LFB1E6677KJB05279
HS5,G,3.38,69.05,72.43,LFB1E6077KJB03864
HS5,G,0.27,52.63,52.9,LFB1E667XKJB11206
HS5,G,0,28.23,28.23,LFB1E6070KJB06914
HS5,G,29.31,82.54,111.85,LFB1E6670KJB08329
HS5,G,3.31,44.38,47.69,LFB1E6070KJB07867
HS5,G,0,0,0,LFB1E667XKJB12159
HS5,G,0,43.01,43.01,LFB1E6679KJB12914
HS5,G,0,0,0,LFB1E607XKJB12705
HS5,G,74.24,87.17,161.41,LFB1E6670KJB11232
HS5,G,25,50,75,LFB1E6071KJB14746
HS5,G,44.44,71.43,115.87,LFB1E6077KJB06778
HS5,G,53.66,81.21,134.87,LFB1E6677KJB10143
HS5,G,30.85,100,130.85,LFB1E6077KJB08739
HS5,G,26.47,63.01,89.48,LFB1E6676KJB05225
HS5,G,34.69,70.63,105.32,LFB1E607XKJB11697
HS5,G,69.92,95.19,165.11,LFB1E6674KJB11542
HS5,G,0,0,0,LFB1E6070KJB10770
HS5,G,0,100,100,LFB1E6071KJB15699
HS5,G,0,100,100,LFB1E6070KJB12731
HS5,G,0.35,44.01,44.36,LFB1E6673KJB08390
HS5,G,2.72,95.97,98.69,LFB1E6674KJB12495
HS5,G,18.45,59.94,78.39,LFB1E6076KJB06724
HS5,G,0,23.28,23.28,LFB1E6677KJB15018
HS5,G,34.69,67.35,102.04,LFB1E6071KJB05352
HS5,G,0,0,0,LFB1E6070KJB17606
HS5,G,29.29,60.61,89.9,LFB1E6071KJB07313
HS5,G,31.89,71.87,103.76,LFB1E667XKJB15580
HS5,G,0,0,0,LFB1E667XKJB17541
HS5,G,0,50,50,LFB1E6073KJB15901
HS5,G,0,16.16,16.16,LFB1E6674KJB05062
HS5,G,47.34,87.73,135.07,LFB1E6070KJB04290
HS5,G,0,74.17,74.17,LFB1E6075KJB08576
HS5,G,0,67.34,67.34,LFB1E607XKJB07178
HS5,G,2.07,7.59,9.66,LFB1E6077KJB05162
HS5,G,29.16,77.41,106.57,LFB1E6679KJB10290
HS5,G,0,88.89,88.89,LFB1E6070KJB08212
HS5,G,20.03,83.58,103.61,LFB1E6670KJB10517
HS5,G,7.34,61.29,68.63,LFB1E6074KJB06561
HS5,G,8.47,67.69,76.16,LFB1E6077KJB07123
HS5,G,19.93,100,119.93,LFB1E6673KJB04761
HS5,G,10,72.4,82.4,LFB1E6074KJB08522
HS5,G,7.3,36.74,44.04,LFB1E6070KJB09165
HS5,G,14.96,66.06,81.02,LFB1E6078KJB06871
HS5,G,8.36,81.19,89.55,LFB1E6674KJB10827
HS5,G,9.58,75.35,84.93,LFB1E6078KJB08832
HS5,G,0,0,0,LFB1E6075KJB16354
HS5,G,4.82,47.78,52.6,LFB1E6673KJB09636
HS5,G,1.56,69.58,71.14,LFB1E6078KJB09785
HS5,G,56.58,80,136.58,LFB1E6677KJB07985
HS5,G,36.89,68.09,104.98,LFB1E6071KJB04637
HS5,G,14.51,57.14,71.65,LFB1E6672KJB07621
HS5,G,1.24,64.2,65.44,LFB1E6075KJB06908
HS5,G,20.99,75.82,96.81,LFB1E6070KJB02622
HS5,G,0,87.5,87.5,LFB1E6673KJB13492
